id,date,province,cumulative_recovered
836,2020-03-05,BC,4
837,2020-03-02,BC,4
838,2020-03-02,BC,4
839,2020-03-01,BC,4
840,2020-03-01,BC,4
841,2020-02-12,BC,0
842,2020-04-10,Manitoba,92
843,2020-04-10,Manitoba,92
844,2020-04-09,Manitoba,76
845,2020-04-09,Manitoba,76
846,2020-04-08,Manitoba,69
847,2020-04-08,Manitoba,69
848,2020-04-07,Manitoba,21
849,2020-04-07,Manitoba,21
850,2020-04-06,Manitoba,17
851,2020-04-06,Manitoba,17
852,2020-04-05,Manitoba,17
853,2020-04-05,Manitoba,17
854,2020-04-02,Manitoba,11
855,2020-04-02,Manitoba,11
856,2020-04-01,Manitoba,4
857,2020-03-12,Manitoba,0
858,2020-03-12,Manitoba,0
859,2020-03-11,Manitoba,-1
860,2020-03-11,Manitoba,-1
861,2020-03-10,Manitoba,-1
862,2020-03-10,Manitoba,-1
863,2020-03-09,Manitoba,-1
869,2020-03-06,Manitoba,-1
878,2020-04-10,New Brunswick,60
883,2020-04-07,New Brunswick,39
891,2020-03-11,New Brunswick,-1
897,2020-03-08,New Brunswick,-1
902,2020-03-05,New Brunswick,-1
904,2020-03-02,New Brunswick,-1
912,2020-04-09,NL,96
917,2020-04-06,NL,32
929,2020-03-10,NL,-1
935,2020-03-07,NL,-1
942,2020-03-01,NL,-1
943,2020-02-12,NL,-1
949,2020-04-08,Nova Scotia,77
954,2020-04-05,Nova Scotia,53
957,2020-04-02,Nova Scotia,16
959,2020-03-12,Nova Scotia,-1
965,2020-03-09,Nova Scotia,-1
971,2020-03-06,Nova Scotia,-1
982,2020-04-10,Ontario,2574
988,2020-04-07,Ontario,1802
996,2020-04-01,Ontario,689
1000,2020-03-11,Ontario,5
1006,2020-03-08,Ontario,4
1011,2020-03-05,Ontario,4
1014,2020-03-02,Ontario,3
1022,2020-04-09,PEI,17
1028,2020-04-06,PEI,8
1039,2020-03-10,PEI,-1
1045,2020-03-07,PEI,-1
1052,2020-03-01,PEI,-1
1054,2020-02-12,PEI,-1
1060,2020-04-08,Quebec,827
1066,2020-04-05,Quebec,464
1068,2020-04-02,Quebec,224
1072,2020-03-12,Quebec,0
1076,2020-03-09,Quebec,0
1082,2020-03-06,Quebec,0
1093,2020-04-10,Saskatchewan,136
1099,2020-04-07,Saskatchewan,88
1107,2020-04-01,Saskatchewan,30
1109,2020-03-11,Saskatchewan,-1
1115,2020-03-08,Saskatchewan,-1
1120,2020-03-05,Saskatchewan,-1
1122,2020-03-02,Saskatchewan,-1
1130,2020-04-09,NWT,1
1135,2020-04-06,NWT,1
1144,2020-03-10,NWT,-1
1150,2020-03-07,NWT,-1
1158,2020-03-01,NWT,-1
1160,2020-02-12,NWT,-1
1167,2020-04-08,Nunavut,-1
1172,2020-04-05,Nunavut,-1
1175,2020-04-02,Nunavut,-1
1195,2020-04-10,Yukon,4
1201,2020-04-07,Yukon,4
1208,2020-04-01,Yukon,3
1211,2020-03-11,Yukon,-1
1217,2020-03-08,Yukon,-1
1223,2020-03-05,Yukon,-1
1225,2020-03-02,Yukon,-1
864,2020-03-09,Manitoba,-1
870,2020-03-06,Manitoba,-1
884,2020-04-07,New Brunswick,39
889,2020-04-01,New Brunswick,14
892,2020-03-11,New Brunswick,-1
898,2020-03-08,New Brunswick,-1
903,2020-03-05,New Brunswick,-1
905,2020-03-02,New Brunswick,-1
918,2020-04-06,NL,32
930,2020-03-10,NL,-1
936,2020-03-07,NL,-1
948,2020-04-08,Nova Scotia,77
955,2020-04-05,Nova Scotia,53
956,2020-04-02,Nova Scotia,16
960,2020-03-12,Nova Scotia,-1
966,2020-03-09,Nova Scotia,-1
972,2020-03-06,Nova Scotia,-1
981,2020-04-10,Ontario,2574
987,2020-04-07,Ontario,1802
995,2020-04-01,Ontario,689
999,2020-03-11,Ontario,5
1005,2020-03-08,Ontario,4
1012,2020-03-05,Ontario,4
1013,2020-03-02,Ontario,3
1021,2020-04-09,PEI,17
1027,2020-04-06,PEI,8
1040,2020-03-10,PEI,-1
1046,2020-03-07,PEI,-1
1053,2020-03-01,PEI,-1
1055,2020-02-12,PEI,-1
1061,2020-04-08,Quebec,827
1067,2020-04-05,Quebec,464
1069,2020-04-02,Quebec,224
1077,2020-03-09,Quebec,0
1083,2020-03-06,Quebec,0
1092,2020-04-10,Saskatchewan,136
1098,2020-04-07,Saskatchewan,88
1106,2020-04-01,Saskatchewan,30
1110,2020-03-11,Saskatchewan,-1
1116,2020-03-08,Saskatchewan,-1
1121,2020-03-05,Saskatchewan,-1
1123,2020-03-02,Saskatchewan,-1
1131,2020-04-09,NWT,1
1145,2020-03-10,NWT,-1
1151,2020-03-07,NWT,-1
1159,2020-03-01,NWT,-1
1161,2020-02-12,NWT,-1
1166,2020-04-08,Nunavut,-1
1173,2020-04-05,Nunavut,-1
1174,2020-04-02,Nunavut,-1
1178,2020-03-12,Nunavut,-1
1181,2020-03-09,Nunavut,-1
1186,2020-03-06,Nunavut,-1
1194,2020-04-10,Yukon,4
1200,2020-04-07,Yukon,4
1207,2020-04-01,Yukon,3
1212,2020-03-11,Yukon,-1
1218,2020-03-08,Yukon,-1
1224,2020-03-05,Yukon,-1
1226,2020-03-02,Yukon,-1
865,2020-03-08,Manitoba,-1
871,2020-03-05,Manitoba,-1
873,2020-03-02,Manitoba,-1
880,2020-04-09,New Brunswick,53
885,2020-04-06,New Brunswick,30
893,2020-03-10,New Brunswick,-1
899,2020-03-07,New Brunswick,-1
906,2020-03-01,New Brunswick,-1
908,2020-02-12,New Brunswick,-1
913,2020-04-08,NL,74
919,2020-04-05,NL,28
921,2020-04-02,NL,10
925,2020-03-12,NL,-1
931,2020-03-09,NL,-1
937,2020-03-06,NL,-1
944,2020-04-10,Nova Scotia,93
951,2020-04-07,Nova Scotia,66
961,2020-03-11,Nova Scotia,-1
967,2020-03-08,Nova Scotia,-1
973,2020-03-05,Nova Scotia,-1
975,2020-03-02,Nova Scotia,-1
984,2020-04-09,Ontario,2305
990,2020-04-06,Ontario,1624
1002,2020-03-10,Ontario,5
1008,2020-03-07,Ontario,4
1016,2020-03-01,Ontario,3
1018,2020-02-12,Ontario,1
1024,2020-04-08,PEI,17
1030,2020-04-05,PEI,6
1031,2020-04-02,PEI,3
1035,2020-03-12,PEI,-1
1041,2020-03-09,PEI,-1
1047,2020-03-06,PEI,-1
1056,2020-04-10,Quebec,1341
1062,2020-04-07,Quebec,720
1070,2020-04-01,Quebec,155
1073,2020-03-11,Quebec,0
1078,2020-03-08,Quebec,0
1084,2020-03-05,Quebec,0
1086,2020-03-02,Quebec,0
1095,2020-04-09,Saskatchewan,115
1101,2020-04-06,Saskatchewan,81
1111,2020-03-10,Saskatchewan,-1
1117,2020-03-07,Saskatchewan,-1
1124,2020-03-01,Saskatchewan,-1
1126,2020-02-12,Saskatchewan,-1
1132,2020-04-08,NWT,1
1136,2020-04-05,NWT,1
1137,2020-04-02,NWT,0
1141,2020-03-12,NWT,-1
1146,2020-03-09,NWT,-1
1152,2020-03-06,NWT,-1
1162,2020-04-10,Nunavut,-1
1168,2020-04-07,Nunavut,-1
1176,2020-04-01,Nunavut,-1
1183,2020-03-08,Nunavut,-1
1188,2020-03-05,Nunavut,-1
1190,2020-03-02,Nunavut,-1
1197,2020-04-09,Yukon,4
1213,2020-03-10,Yukon,-1
1219,2020-03-07,Yukon,-1
1227,2020-03-01,Yukon,-1
1229,2020-02-12,Yukon,-1
866,2020-03-08,Manitoba,-1
872,2020-03-05,Manitoba,-1
874,2020-03-02,Manitoba,-1
879,2020-04-09,New Brunswick,53
894,2020-03-10,New Brunswick,-1
907,2020-03-01,New Brunswick,-1
909,2020-02-12,New Brunswick,-1
914,2020-04-08,NL,74
920,2020-04-05,NL,28
922,2020-04-02,NL,10
926,2020-03-12,NL,-1
932,2020-03-09,NL,-1
938,2020-03-06,NL,-1
945,2020-04-10,Nova Scotia,93
950,2020-04-07,Nova Scotia,66
958,2020-04-01,Nova Scotia,11
962,2020-03-11,Nova Scotia,-1
968,2020-03-08,Nova Scotia,-1
974,2020-03-05,Nova Scotia,-1
976,2020-03-02,Nova Scotia,-1
983,2020-04-09,Ontario,2305
989,2020-04-06,Ontario,1624
1001,2020-03-10,Ontario,5
1007,2020-03-07,Ontario,4
1015,2020-03-01,Ontario,3
1017,2020-02-12,Ontario,1
1023,2020-04-08,PEI,17
1029,2020-04-05,PEI,6
1032,2020-04-02,PEI,3
1036,2020-03-12,PEI,-1
1042,2020-03-09,PEI,-1
1057,2020-04-10,Quebec,1341
1063,2020-04-07,Quebec,720
1071,2020-04-01,Quebec,155
1079,2020-03-08,Quebec,0
1085,2020-03-05,Quebec,0
1087,2020-03-02,Quebec,0
1094,2020-04-09,Saskatchewan,115
1100,2020-04-06,Saskatchewan,81
1112,2020-03-10,Saskatchewan,-1
1125,2020-03-01,Saskatchewan,-1
1127,2020-02-12,Saskatchewan,-1
1133,2020-04-08,NWT,1
1138,2020-04-02,NWT,0
1147,2020-03-09,NWT,-1
1153,2020-03-06,NWT,-1
1163,2020-04-10,Nunavut,-1
1169,2020-04-07,Nunavut,-1
1177,2020-04-01,Nunavut,-1
1179,2020-03-11,Nunavut,-1
1182,2020-03-08,Nunavut,-1
1187,2020-03-05,Nunavut,-1
1189,2020-03-02,Nunavut,-1
1196,2020-04-09,Yukon,4
1202,2020-04-06,Yukon,4
1214,2020-03-10,Yukon,-1
1220,2020-03-07,Yukon,-1
1228,2020-03-01,Yukon,-1
1230,2020-02-12,Yukon,-1
867,2020-03-07,Manitoba,-1
875,2020-03-01,Manitoba,-1
877,2020-02-12,Manitoba,-1
881,2020-04-08,New Brunswick,50
886,2020-04-05,New Brunswick,28
890,2020-03-12,New Brunswick,0
895,2020-03-09,New Brunswick,-1
900,2020-03-06,New Brunswick,-1
910,2020-04-10,NL,103
915,2020-04-07,NL,49
923,2020-04-01,NL,10
928,2020-03-11,NL,-1
933,2020-03-08,NL,-1
939,2020-03-05,NL,-1
940,2020-03-02,NL,-1
946,2020-04-09,Nova Scotia,82
953,2020-04-06,Nova Scotia,64
963,2020-03-10,Nova Scotia,-1
969,2020-03-07,Nova Scotia,-1
977,2020-03-01,Nova Scotia,-1
980,2020-02-12,Nova Scotia,-1
986,2020-04-08,Ontario,2074
992,2020-04-05,Ontario,1449
994,2020-04-02,Ontario,831
998,2020-03-12,Ontario,5
1004,2020-03-09,Ontario,5
1010,2020-03-06,Ontario,4
1020,2020-04-10,PEI,17
1026,2020-04-07,PEI,8
1034,2020-04-01,PEI,3
1037,2020-03-11,PEI,-1
1043,2020-03-08,PEI,-1
1048,2020-03-05,PEI,-1
1050,2020-03-02,PEI,-1
1058,2020-04-09,Quebec,1112
1064,2020-04-06,Quebec,611
1074,2020-03-10,Quebec,0
1080,2020-03-07,Quebec,0
1088,2020-03-01,Quebec,0
1090,2020-02-12,Quebec,-1
1097,2020-04-08,Saskatchewan,103
1103,2020-04-05,Saskatchewan,67
1105,2020-04-02,Saskatchewan,36
1108,2020-03-12,Saskatchewan,0
1113,2020-03-09,Saskatchewan,-1
1118,2020-03-06,Saskatchewan,-1
1128,2020-04-10,NWT,1
1134,2020-04-07,NWT,1
1139,2020-04-01,NWT,0
1142,2020-03-11,NWT,-1
1148,2020-03-08,NWT,-1
1154,2020-03-05,NWT,-1
1156,2020-03-02,NWT,-1
1164,2020-04-09,Nunavut,-1
1170,2020-04-06,Nunavut,-1
1185,2020-03-07,Nunavut,-1
1192,2020-03-01,Nunavut,-1
1199,2020-04-08,Yukon,4
1204,2020-04-05,Yukon,4
1206,2020-04-02,Yukon,3
1210,2020-03-12,Yukon,-1
1215,2020-03-09,Yukon,-1
1221,2020-03-06,Yukon,-1
868,2020-03-07,Manitoba,-1
876,2020-03-01,Manitoba,-1
882,2020-04-08,New Brunswick,50
887,2020-04-05,New Brunswick,28
888,2020-04-02,New Brunswick,22
896,2020-03-09,New Brunswick,-1
901,2020-03-06,New Brunswick,-1
911,2020-04-10,NL,103
916,2020-04-07,NL,49
924,2020-04-01,NL,10
927,2020-03-11,NL,-1
934,2020-03-08,NL,-1
941,2020-03-02,NL,-1
947,2020-04-09,Nova Scotia,82
952,2020-04-06,Nova Scotia,64
964,2020-03-10,Nova Scotia,-1
970,2020-03-07,Nova Scotia,-1
978,2020-03-01,Nova Scotia,-1
979,2020-02-12,Nova Scotia,-1
985,2020-04-08,Ontario,2074
991,2020-04-05,Ontario,1449
993,2020-04-02,Ontario,831
997,2020-03-12,Ontario,5
1003,2020-03-09,Ontario,5
1009,2020-03-06,Ontario,4
1019,2020-04-10,PEI,17
1025,2020-04-07,PEI,8
1033,2020-04-01,PEI,3
1038,2020-03-11,PEI,-1
1044,2020-03-08,PEI,-1
1049,2020-03-05,PEI,-1
1051,2020-03-02,PEI,-1
1059,2020-04-09,Quebec,1112
1065,2020-04-06,Quebec,611
1075,2020-03-10,Quebec,0
1081,2020-03-07,Quebec,0
1089,2020-03-01,Quebec,0
1091,2020-02-12,Quebec,-1
1096,2020-04-08,Saskatchewan,103
1102,2020-04-05,Saskatchewan,67
1104,2020-04-02,Saskatchewan,36
1114,2020-03-09,Saskatchewan,-1
1119,2020-03-06,Saskatchewan,-1
1129,2020-04-10,NWT,1
1140,2020-04-01,NWT,0
1143,2020-03-11,NWT,-1
1149,2020-03-08,NWT,-1
1155,2020-03-05,NWT,-1
1157,2020-03-02,NWT,-1
1165,2020-04-09,Nunavut,-1
1171,2020-04-06,Nunavut,-1
1180,2020-03-10,Nunavut,-1
1184,2020-03-07,Nunavut,-1
1191,2020-03-01,Nunavut,-1
1193,2020-02-12,Nunavut,-1
1198,2020-04-08,Yukon,4
1203,2020-04-05,Yukon,4
1205,2020-04-02,Yukon,3
1209,2020-03-12,Yukon,-1
1216,2020-03-09,Yukon,-1
1222,2020-03-06,Yukon,-1
1231,2020-04-11,Alberta,774
1232,2020-04-11,BC,905
1233,2020-04-11,Manitoba,96
1234,2020-04-11,New Brunswick,70
1235,2020-04-11,NL,120
1236,2020-04-11,Nova Scotia,95
1237,2020-04-11,Ontario,2858
1238,2020-04-11,PEI,17
1239,2020-04-11,Quebec,1563
1240,2020-04-11,Saskatchewan,147
1241,2020-04-11,NWT,1
1242,2020-04-11,Nunavut,-1
1243,2020-04-11,Yukon,4
1244,2020-04-12,Alberta,823
1245,2020-04-12,BC,905
1246,2020-04-12,Manitoba,96
1247,2020-04-12,New Brunswick,70
1248,2020-04-12,NL,129
1249,2020-04-12,Nova Scotia,97
1250,2020-04-12,Ontario,3121
1251,2020-04-12,PEI,17
1252,2020-04-12,Quebec,1745
1253,2020-04-12,Saskatchewan,164
1254,2020-04-12,NWT,1
1255,2020-04-12,Nunavut,-1
1256,2020-04-12,Yukon,4
1257,2020-04-22,Alberta,1310
1258,2020-04-21,Alberta,1273
1259,2020-04-20,Alberta,1230
1260,2020-04-19,Alberta,1198
1261,2020-04-18,Alberta,1162
1262,2020-04-17,Alberta,1124
1263,2020-04-16,Alberta,914
1264,2020-04-15,Alberta,914
1265,2020-04-14,Alberta,914
1266,2020-04-13,Alberta,877
1267,2020-04-22,BC,1079
1268,2020-04-21,BC,1041
1269,2020-04-20,BC,1039
1270,2020-04-19,BC,987
1271,2020-04-18,BC,987
1272,2020-04-17,BC,966
1273,2020-04-16,BC,966
1274,2020-04-15,BC,955
1275,2020-04-14,BC,942
1276,2020-04-13,BC,926
1277,2020-04-22,Manitoba,154
1278,2020-04-21,Manitoba,150
1279,2020-04-20,Manitoba,144
1280,2020-04-19,Manitoba,143
1281,2020-04-18,Manitoba,140
1282,2020-04-17,Manitoba,132
1283,2020-04-16,Manitoba,121
1284,2020-04-15,Manitoba,108
1285,2020-04-14,Manitoba,99
1286,2020-04-13,Manitoba,99
1287,2020-04-22,New Brunswick,104
1288,2020-04-21,New Brunswick,102
1289,2020-04-20,New Brunswick,98
1290,2020-04-19,New Brunswick,92
1291,2020-04-18,New Brunswick,87
1292,2020-04-17,New Brunswick,83
1293,2020-04-16,New Brunswick,80
1294,2020-04-15,New Brunswick,77
1295,2020-04-14,New Brunswick,75
1296,2020-04-13,New Brunswick,74
1297,2020-04-22,NL,199
1298,2020-04-21,NL,194
1299,2020-04-20,NL,191
1300,2020-04-19,NL,191
1301,2020-04-18,NL,189
1302,2020-04-17,NL,176
1303,2020-04-16,NL,170
1304,2020-04-15,NL,159
1305,2020-04-14,NL,149
1306,2020-04-13,NL,133
1307,2020-04-22,Nova Scotia,330
1308,2020-04-21,Nova Scotia,286
1309,2020-04-20,Nova Scotia,248
1310,2020-04-19,Nova Scotia,200
1311,2020-04-18,Nova Scotia,184
1312,2020-04-17,Nova Scotia,177
1313,2020-04-16,Nova Scotia,176
1314,2020-04-15,Nova Scotia,137
1315,2020-04-14,Nova Scotia,124
1316,2020-04-13,Nova Scotia,101
1317,2020-04-22,Ontario,6221
1318,2020-04-21,Ontario,5806
1319,2020-04-20,Ontario,5515
1320,2020-04-19,Ontario,5209
1321,2020-04-18,Ontario,4875
1322,2020-04-17,Ontario,4556
1323,2020-04-16,Ontario,4194
1324,2020-04-15,Ontario,3902
1325,2020-04-14,Ontario,3568
1326,2020-04-13,Ontario,3357
1327,2020-04-22,PEI,24
1328,2020-04-21,PEI,23
1329,2020-04-20,PEI,23
1330,2020-04-19,PEI,23
1331,2020-04-18,PEI,23
1332,2020-04-17,PEI,23
1333,2020-04-16,PEI,23
1334,2020-04-15,PEI,23
1335,2020-04-14,PEI,23
1336,2020-04-13,PEI,23
1337,2020-04-22,Quebec,4291
1338,2020-04-21,Quebec,4048
1339,2020-04-20,Quebec,3847
1340,2020-04-19,Quebec,3555
1341,2020-04-18,Quebec,3315
1342,2020-04-17,Quebec,3068
1343,2020-04-16,Quebec,2841
1344,2020-04-15,Quebec,2491
1345,2020-04-14,Quebec,2146
1346,2020-04-13,Quebec,1982
1347,2020-04-22,Saskatchewan,261
1348,2020-04-21,Saskatchewan,252
1349,2020-04-20,Saskatchewan,238
1350,2020-04-19,Saskatchewan,234
1351,2020-04-18,Saskatchewan,234
1352,2020-04-17,Saskatchewan,228
1353,2020-04-16,Saskatchewan,219
1354,2020-04-15,Saskatchewan,205
1355,2020-04-14,Saskatchewan,187
1356,2020-04-13,Saskatchewan,178
1357,2020-04-22,NWT,5
1358,2020-04-21,NWT,5
1359,2020-04-20,NWT,5
1360,2020-04-19,NWT,3
1361,2020-04-18,NWT,3
1362,2020-04-17,NWT,3
1363,2020-04-16,NWT,2
1364,2020-04-15,NWT,2
1365,2020-04-14,NWT,2
1366,2020-04-13,NWT,2
1367,2020-04-22,Nunavut,-1
1368,2020-04-21,Nunavut,-1
1369,2020-04-20,Nunavut,-1
1370,2020-04-19,Nunavut,-1
1371,2020-04-18,Nunavut,-1
1372,2020-04-17,Nunavut,-1
1373,2020-04-16,Nunavut,-1
1374,2020-04-15,Nunavut,-1
1375,2020-04-14,Nunavut,-1
1376,2020-04-13,Nunavut,-1
1377,2020-04-22,Yukon,8
1378,2020-04-21,Yukon,8
1379,2020-04-20,Yukon,8
1380,2020-04-19,Yukon,8
1381,2020-04-18,Yukon,8
1382,2020-04-17,Yukon,7
1383,2020-04-16,Yukon,6
1384,2020-04-15,Yukon,6
1385,2020-04-14,Yukon,6
1386,2020-04-13,Yukon,6
1387,2020-04-23,Alberta,1357
1388,2020-04-23,BC,1092
1389,2020-04-23,Manitoba,174
1390,2020-04-23,New Brunswick,104
1391,2020-04-23,NL,205
1392,2020-04-23,Nova Scotia,358
1393,2020-04-23,Ontario,6680
1394,2020-04-23,PEI,24
1395,2020-04-23,Quebec,4484
1396,2020-04-23,Saskatchewan,270
1397,2020-04-23,NWT,5
1398,2020-04-23,Nunavut,-1
1399,2020-04-23,Yukon,8
1400,2020-04-24,Alberta,1397
1401,2020-04-24,BC,1114
1402,2020-04-24,Manitoba,196
1403,2020-04-24,New Brunswick,107
1404,2020-04-24,NL,207
1405,2020-04-24,Nova Scotia,392
1406,2020-04-24,Ontario,7087
1407,2020-04-24,PEI,24
1408,2020-04-24,Quebec,4724
1409,2020-04-24,Saskatchewan,280
1410,2020-04-24,NWT,5
1411,2020-04-24,Nunavut,-1
1412,2020-04-24,Yukon,8
1413,2020-04-25,Alberta,1471
1414,2020-04-25,BC,1137
1415,2020-04-25,Manitoba,199
1416,2020-04-25,New Brunswick,107
1417,2020-04-25,NL,208
1418,2020-04-25,Nova Scotia,412
1419,2020-04-25,Ontario,7509
1420,2020-04-25,PEI,24
1421,2020-04-25,Quebec,5057
1422,2020-04-25,Saskatchewan,288
1423,2020-04-25,NWT,5
1424,2020-04-25,Nunavut,-1
1425,2020-04-25,Yukon,8
1426,2020-04-26,Alberta,1549
1427,2020-04-26,BC,1137
1428,2020-04-26,Manitoba,199
1429,2020-04-26,New Brunswick,111
1430,2020-04-26,NL,219
1431,2020-04-26,Nova Scotia,439
1432,2020-04-26,Ontario,8000
1433,2020-04-26,PEI,24
1434,2020-04-26,Quebec,5342
1435,2020-04-26,Saskatchewan,288
1436,2020-04-26,NWT,5
1437,2020-04-26,Nunavut,-1
1438,2020-04-26,Yukon,8
1439,2020-04-27,Alberta,1664
1440,2020-04-27,BC,1190
1441,2020-04-27,Manitoba,205
1442,2020-04-27,New Brunswick,112
1443,2020-04-27,NL,221
1444,2020-04-27,Nova Scotia,509
1445,2020-04-27,Ontario,8525
1446,2020-04-27,PEI,24
1447,2020-04-27,Quebec,5517
1448,2020-04-27,Saskatchewan,288
1449,2020-04-27,NWT,5
1450,2020-04-27,Nunavut,-1
1451,2020-04-27,Yukon,8
1452,2020-04-28,Alberta,1800
1453,2020-04-28,BC,1231
1454,2020-04-28,Manitoba,209
1455,2020-04-28,New Brunswick,114
1456,2020-04-28,NL,222
1457,2020-04-28,Nova Scotia,522
1458,2020-04-28,Ontario,8964
1459,2020-04-28,PEI,24
1460,2020-04-28,Quebec,5841
1461,2020-04-28,Saskatchewan,291
1462,2020-04-28,NWT,5
1463,2020-04-28,Nunavut,-1
1464,2020-04-28,Yukon,8
1465,2020-04-29,Alberta,1953
1466,2020-04-29,BC,1305
1467,2020-04-29,Manitoba,213
1468,2020-04-29,New Brunswick,114
1469,2020-04-29,NL,225
1470,2020-04-29,Nova Scotia,529
1471,2020-04-29,Ontario,9612
1472,2020-04-29,PEI,24
1473,2020-04-29,Quebec,6048
1474,2020-04-29,Saskatchewan,291
1475,2020-04-29,NWT,5
1476,2020-04-29,Nunavut,-1
1477,2020-04-29,Yukon,8
1478,2020-04-30,Alberta,2161
1479,2020-04-30,BC,1322
1480,2020-04-30,Manitoba,220
1481,2020-04-30,New Brunswick,114
1482,2020-04-30,NL,225
1483,2020-04-30,Nova Scotia,545
1484,2020-04-30,Ontario,10205
1485,2020-04-30,PEI,24
1486,2020-04-30,Quebec,6299
1487,2020-04-30,Saskatchewan,295
1488,2020-04-30,NWT,5
1489,2020-04-30,Nunavut,0
1490,2020-04-30,Yukon,9
1491,2020-05-01,Alberta,2359
1492,2020-05-01,BC,1357
1493,2020-05-01,Manitoba,235
1494,2020-05-01,New Brunswick,116
1495,2020-05-01,NL,230
1496,2020-05-01,Nova Scotia,592
1497,2020-05-01,Ontario,10825
1498,2020-05-01,PEI,24
1499,2020-05-01,Quebec,6700
1500,2020-05-01,Saskatchewan,297
1501,2020-05-01,NWT,5
1502,2020-05-01,Nunavut,0
1503,2020-05-01,Yukon,11
1504,2020-05-02,Alberta,2534
1505,2020-05-02,BC,1376
1506,2020-05-02,Manitoba,236
1507,2020-05-02,New Brunswick,118
1508,2020-05-02,NL,231
1509,2020-05-02,Nova Scotia,609
1510,2020-05-02,Ontario,11390
1511,2020-05-02,PEI,24
1512,2020-05-02,Quebec,6965
1513,2020-05-02,Saskatchewan,302
1514,2020-05-02,NWT,5
1515,2020-05-02,Nunavut,0
1516,2020-05-02,Yukon,11
