id,state,county,npi,start_date,end_date,citation,note
36,Arkansas,,gathering_size_10_0,,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2010._.pdf,
37,Arkansas,,gathering_size_100_to_26,,,,
39,Arkansas,,gathering_size_500_to_101,,,,
69,Connecticut,,school_closure,,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-
63,Colorado,,lockdown,,,,
95,District of Columbia,,gathering_size_25_to_11,,,,
123,Hawaii,,shelter_in_place,,,https://hawaiicovid19.com/statewidestayathomeordereffectivemarch252020throughapril302020/,
127,Hawaii,,gathering_size_25_to_11,,,,
41,Arkansas,,non-essential_services_closure,,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2013._.pdf,
42,Arkansas,,religious_gatherings_banned,,,,religious gatherings exempted from shelter in place order
43,Arkansas,,school_closure,,,https://www.4029tv.com/article/arkansasschoolstocloseforonsiteinstruction/31636051#,
219,Maine,,gathering_size_25_to_11,,,,
44,Arkansas,,shelter_in_place,,,,
45,Arkansas,,social_distancing,,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2010._.pdf,
226,Maryland,,gathering_size_25_to_11,,,,
227,Maryland,,gathering_size_500_to_101,,,,
277,Missouri,,shelter_in_place,,,https://governor.mo.gov/priorities/stay-home-order,
249,Michigan,,gathering_size_25_to_11,,,,
251,Michigan,,lockdown,,,,
337,New Jersey,,lockdown,,,,
315,Nevada,,gathering_size_100_to_26,,,,
316,Nevada,,gathering_size_25_to_11,,,,
392,Ohio,,gathering_size_500_to_101,,,,
393,Ohio,,lockdown,,,,
46,California,,closing_of_public_venues,,,https://www.gov.ca.gov/wpcontent/uploads/2020/03/3.19.20attestedEON3320COVID19HEALTHORDER.pdf,
326,New Hampshire,,lockdown,,,,
70,Connecticut,,closing_of_public_venues,,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,
430,Pennsylvania,,social_distancing,,,,
456,South Dakota,,gathering_size_500_to_101,,,,
504,Vermont,,lockdown,,,,
549,Wisconsin,,lockdown,,,,
473,Tennessee,,shelter_in_place,,,https://www.tn.gov/governor/covid-19.html,
515,Virginia,,lockdown,,,,
527,Washington,,lockdown,,,,
624,Alabama,Madison,lockdown,,,,
47,California,,gathering_size_500_to_101,,,https://www.gov.ca.gov/2020/03/11/californiapublichealthexpertsmassgatheringsshouldbepostponedorcanceledstatewidetoslowthespreadofcovid19/,max gathering 250; smaller events can occur if social distancing is kept
71,Connecticut,,gathering_size_10_0,,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max
762,California,Kern,closing_of_public_venues,,,,
763,California,Kern,gathering_size_10_0,,,,
48,California,,non-essential_services_closure,,,https://www.gov.ca.gov/wpcontent/uploads/2020/03/3.19.20attestedEON3320COVID19HEALTHORDER.pdf,"implied by this order, only th 16 critical infrustructure sectors permited"
72,Connecticut,,gathering_size_100_to_26,,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,
73,Connecticut,,gathering_size_25_to_11,,,,
819,California,Riverside,gathering_size_500_to_101,,,https://www.riversideca.gov/press/city-riverside-declares-local-emergency-closes-non-essential-facilities-public, 
74,Connecticut,,lockdown,,,,Pending
798,California,Orange,gathering_size_10_0,,,,
799,California,Orange,gathering_size_100_to_26,,,,
124,Hawaii,,closing_of_public_venues,,,https://governor.hawaii.gov/newsroom/latestnews/properuseofcovid19testsimperativethereisacurrentshortageofhandsanitizersandtoiletpaperinhawaiiinpartbecauseofthepublicsoverreactiontocovid19thehawai/,
957,California,Ventura,lockdown,,,,
75,Connecticut,,non-essential_services_closure,,,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, 
987,Colorado,Boulder,gathering_size_25_to_11,,,,
968,Colorado,Adams,lockdown,,,,
995,Colorado,Denver,school_closure,,,https://www.dpsk12.org/dpsextendedspringbreak/,
125,Hawaii,,gathering_size_10_0,,,https://governor.hawaii.gov/newsroom/latestnews/properuseofcovid19testsimperativethereisacurrentshortageofhandsanitizersandtoiletpaperinhawaiiinpartbecauseofthepublicsoverreactiontocovid19thehawai/,
76,Connecticut,,religious_gatherings_banned,,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-
77,Connecticut,,shelter_in_place,,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,
78,Connecticut,,social_distancing,,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-
1262,Florida,Lake,lockdown,,,,
79,Delaware,,non-essential_services_closure,,,https://news.delaware.gov/2020/03/22/governorcarneyissuesstayathomeorderfordelawareans/,-
80,Delaware,,shelter_in_place,,,https://governor.delaware.gov/wpcontent/uploads/sites/24/2020/03/FifthModificationtoStateofEmergency03222020.pdf,-
1324,Florida,Palm Beach,gathering_size_100_to_26,,,,
81,Delaware,,closing_of_public_venues,,,https://governor.delaware.gov/health-soe/second-state-of-emergency/, 
1204,Florida,Broward,gathering_size_10_0,,,,
82,Delaware,,gathering_size_10_0,,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,Family only
83,Delaware,,gathering_size_100_to_26,,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,50 people limit
1460,Georgia,Cobb,gathering_size_25_to_11,,,,
20,Alaska,,religious_gatherings_banned,,,https://gov.alaska.gov/wpcontent/uploads/sites/2/03232020SOACOVID19HealthMandate009.pdf,implicit via gathering size >10 restriction
21,Alaska,,school_closure,,,http://dhss.alaska.gov/News/Documents/press/2020/SOA_03132020_COVID19_HealthMandate.pdf,Mandate 1.2
84,Delaware,,gathering_size_25_to_11,,,,
85,Delaware,,gathering_size_500_to_101,,,,
86,Delaware,,lockdown,,,,
1563,Hawaii,Honolulu,lockdown,,,,
87,Delaware,,religious_gatherings_banned,,,,
1602,Illinois,Cook,lockdown,,,,
88,Delaware,,school_closure,,,https://news.delaware.gov/2020/03/23/governor-carney-closes-delaware-schools-through-may-15/,
89,Delaware,,social_distancing,,,,
1635,Illinois,Lake,lockdown,,,,
126,Hawaii,,gathering_size_100_to_26,,,https://governor.hawaii.gov/wp-content/uploads/2020/03/2003109-ATG_COVID-19-Supplementary-Proclamation-signed.pdf, 
128,Hawaii,,gathering_size_500_to_101,,,,
129,Hawaii,,lockdown,,,,
22,Alaska,,shelter_in_place,,,https://gov.alaska.gov/home/covid19healthmandates/,
90,District of Columbia,,closing_of_public_venues,,,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MOProhibitiononMassGatheringsDuringPublicHealthEmergency.pdf,
91,District of Columbia,,gathering_size_10_0,,,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,
92,District of Columbia,,gathering_size_100_to_26,,,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MOProhibitiononMassGatheringsDuringPublicHealthEmergency.pdf,
130,Hawaii,,non-essential_services_closure,,,https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,
2075,Maine,York,lockdown,,,,
93,District of Columbia,,non-essential_services_closure,,,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,
96,District of Columbia,,gathering_size_500_to_101,,,,
23,Alaska,,social_distancing,,,https://gov.alaska.gov/home/covid19healthmandates/,"Will be ""reevaluated"" (by Governor) on 4/11/2020"
97,District of Columbia,,lockdown,,,,
2163,Maryland,Prince George's,lockdown,,,,
131,Hawaii,,religious_gatherings_banned,,,https://www.hawaiinewsnow.com/2020/03/18/livegovernordiscusslatesteffortsstemspreadcoronavirus/,
2236,Massachusetts,Hampden,shelter_in_place,,,,
2317,Michigan,Genesee,social_distancing,,,https://www.mlive.com/publicinterest/2020/03/michigangovgretchenwhitmerbanseventsandgatheringsofmorethan50peopleamidcoronavirusoutbreak.html,
2318,Michigan,Genesee,gathering_size_10_0,,,,
2399,Michigan,Oakland,lockdown,,,,Pending
2401,Michigan,Saginaw,gathering_size_10_0,,,,
2457,Minnesota,Olmsted,lockdown,,,,
2467,Minnesota,Ramsey,shelter_in_place,,,,
2484,Mississippi,DeSoto,gathering_size_25_to_11,,,,
2485,Mississippi,DeSoto,gathering_size_500_to_101,,,,See gathering_size_10_0 for a public resource of crowd-size restrictions.
2486,Mississippi,DeSoto,lockdown,,,,
98,District of Columbia,,religious_gatherings_banned,,,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,implicit via gathering size <10 restriction
2569,Nebraska,Douglas,gathering_size_100_to_26,,,,
2657,New Jersey,Camden,gathering_size_100_to_26,,,,
99,District of Columbia,,shelter_in_place,,,https://coronavirus.dc.gov/release/mayorbowserissuesstayhomeorder,
2762,New Jersey,Ocean,closing_of_public_venues,,,,
100,District of Columbia,,social_distancing,,,https://www.dcpolicycenter.org/publications/covid19timeline/,
101,Florida,,shelter_in_place,,,https://www.flgov.com/wpcontent/uploads/orders/2020/EO_2091.pdf,
2836,New Mexico,Sandoval,gathering_size_25_to_11,,,,
2888,New York,Madison,gathering_size_500_to_101,,,,
2889,New York,Madison,gathering_size_100_to_26,,,,
102,Florida,,closing_of_public_venues,,,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-91-compressed.pdf, 
103,Florida,,gathering_size_10_0,,,https://www.flgov.com/wpcontent/uploads/orders/2020/EO_2091.pdf,
104,Florida,,gathering_size_100_to_26,,,,
3036,New York,Sullivan,religious_gatherings_banned,,,,
105,Florida,,gathering_size_25_to_11,,,,
106,Florida,,gathering_size_500_to_101,,,,
3114,North Carolina,Mecklenburg,gathering_size_500_to_101,,,,
108,Florida,,non-essential_services_closure,,,https://www.flgov.com/wpcontent/uploads/orders/2020/EO_2091.pdf,
3198,Ohio,Montgomery,gathering_size_25_to_11,,,,
109,Florida,,religious_gatherings_banned,,,,
3353,Pennsylvania,Berks,lockdown,,,,
3357,Pennsylvania,Berks,social_distancing,,,,
110,Florida,,school_closure,,,https://www.wtxl.com/news/localnews/allfloridask12schoolswillbecloseduntilapril15,
3374,Pennsylvania,Butler,lockdown,,,,
24,Arizona,,non-essential_services_closure,,,https://azgovernor.gov/governor/news/2020/03/stayhomestayhealthystayconnected,
25,Arizona,,school_closure,,,https://azgovernor.gov/governor/news/2020/03/stayhomestayhealthystayconnected,
111,Florida,,social_distancing,,,https://www.flgov.com/wpcontent/uploads/orders/2020/EO_2071.pdf,
3448,Pennsylvania,Lehigh,lockdown,,,,
3528,Pennsylvania,Schuylkill,lockdown,,,,
112,Georgia,,gathering_size_10_0,,,https://gov.georgia.gov/executiveaction/executiveorders/2020executiveorders,
1588,Idaho,Canyon,lockdown,,,,
3452,Pennsylvania,Lehigh,gathering_size_100_to_26,,,,
26,Arizona,,shelter_in_place,,,https://azgovernor.gov/sites/default/files/eo_202018_stay_home_stay_healthy_stay_connected_1.0.pdf,
113,Georgia,,non-essential_services_closure,,,https://www.nytimes.com/interactive/2020/us/coronavirusstayathomeorder.html,
114,Georgia,,school_closure,,,https://gov.georgia.gov/executiveaction/executiveorders/2020executiveorders,
115,Georgia,,shelter_in_place,,,https://www.nytimes.com/interactive/2020/us/coronavirusstayathomeorder.html,
3749,Texas,Brazoria,gathering_size_100_to_26,,,,
116,Georgia,,closing_of_public_venues,,,https://gov.georgia.gov/executiveaction/executiveorders/2020executiveorders,
117,Georgia,,gathering_size_100_to_26,,,,
118,Georgia,,gathering_size_25_to_11,,,,
119,Georgia,,gathering_size_500_to_101,,,,
120,Georgia,,lockdown,,,,
3827,Texas,Galveston,lockdown,,,,
3874,Texas,Montgomery,school_closure,,,,
3893,Texas,Travis,lockdown,,,,
121,Georgia,,religious_gatherings_banned,,,,
3937,Utah,Summit,gathering_size_100_to_26,,,,
122,Georgia,,social_distancing,,,https://gov.georgia.gov/executiveaction/executiveorders/2020executiveorders,
3958,Vermont,Chittenden,non-essential_services_closure,,,,
4089,Washington,Island,gathering_size_500_to_101,,,,
4090,Washington,Island,lockdown,,,,
4091,Washington,Island,non-essential_services_closure,,,,
27,Arizona,,closing_of_public_venues,,,https://azgovernor.gov/governor/news/2020/03/stayhomestayhealthystayconnected,
29,Arizona,,gathering_size_100_to_26,,,,
30,Arizona,,gathering_size_25_to_11,,,,
31,Arizona,,gathering_size_500_to_101,,,,
32,Arizona,,lockdown,,,,
33,Arizona,,religious_gatherings_banned,,,,religious gatherings exempted from shelter in place order
34,Arizona,,social_distancing,,,https://azgovernor.gov/sites/default/files/eo_202018_stay_home_stay_healthy_stay_connected_1.0.pdf,
35,Arkansas,,closing_of_public_venues,,,https://www.nwaonline.com/news/2020/mar/20/governorordersgymsrestaurantsbarsc/,
49,California,,school_closure,,,https://www.gov.ca.gov/wpcontent/uploads/2020/03/3.19.20attestedEON3320COVID19HEALTHORDER.pdf,implied schools officially closed (though many districts did on 3/13/20); State secured funding for schools on 3/13/20 if chose to close and many did https://www.gov.ca.gov/2020/03/13/governor-newsom-signs-executive-order-ensuring-state-funding-for-schools-even-in-event-of-physical-closure/
50,California,,shelter_in_place,,,https://www.gov.ca.gov/wpcontent/uploads/2020/03/3.19.20attestedEON3320COVID19HEALTHORDER.pdf,stay at home order
51,California,,gathering_size_10_0,,,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID19/CDPHGuidanceforthePreventionofCOVID19TransmissionforGatherings.aspx,
52,California,,gathering_size_100_to_26,,,,
53,California,,gathering_size_25_to_11,,,,
54,California,,lockdown,,,,
55,California,,religious_gatherings_banned,,,https://www.gov.ca.gov/wpcontent/uploads/2020/03/3.19.20attestedEON3320COVID19HEALTHORDER.pdf,"implied closures due to stay at home order and only permitted to leave residence for life saving essentials (food, outdoor recreation) with social distancing"
56,California,,social_distancing,,,https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID19/Health%20Order%203.19.2020.pdf,3/16/20 directive in place for social distancing rules for vulnerable populations https://www.gov.ca.gov/2020/03/16/california-issues-directive-to-fight-covid-19/
57,Colorado,,non-essential_services_closure,,,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,
58,Colorado,,closing_of_public_venues,,,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,
59,Colorado,,gathering_size_10_0,,,https://kdvr.com/news/coronavirus/coloradohealthofficialsbanpublicgatheringsofmorethan10peoplewithseveralexceptions/,Time needed to change
60,Colorado,,gathering_size_100_to_26,,,,
61,Colorado,,gathering_size_25_to_11,,,,
62,Colorado,,gathering_size_500_to_101,,,,
64,Colorado,,religious_gatherings_banned,,,,
65,Colorado,,school_closure,,,https://www.denverpost.com/2020/03/18/coloradoschoolsclosedcoronavirus2/,
66,Colorado,,shelter_in_place,,,https://drive.google.com/file/d/1hSyVD4wlb6evhqqrbEgypcgKMr6i8SOX/view,Had to change date
67,Colorado,,social_distancing,,,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,
68,Connecticut,,gathering_size_500_to_101,,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-
40,Arkansas,,lockdown,,,,
132,Hawaii,,school_closure,,,http://www.hawaiipublicschools.org/ConnectWithUs/MediaRoom/PressReleases/Pages/HIDOE-extends-school-closures-implements-remote-work-to-maintain-essential-functions.aspx,"spring break extended, limited to essential functions, all schools set to close on 3/30 at end of spring break. "
133,Hawaii,,social_distancing,,,https://dod.hawaii.gov/hiema/files/2020/03/2003162ATG_ThirdSupplementaryProclamationforCOVID19signed.pdf,*this is the date the recommendations became mandated explicitly in an order
134,Idaho,,closing_of_public_venues,,,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,
135,Idaho,,non-essential_services_closure,,,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,
136,Idaho,,religious_gatherings_banned,,,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,
137,Idaho,,shelter_in_place,,,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,
138,Idaho,,gathering_size_10_0,,,https://coronavirus.idaho.gov/wpcontent/uploads/sites/127/2020/04/statewidestayhomeorder_040220.pdf,
139,Idaho,,gathering_size_100_to_26,,,,
140,Idaho,,gathering_size_25_to_11,,,,
141,Idaho,,gathering_size_500_to_101,,,,
142,Idaho,,lockdown,,,,
143,Idaho,,school_closure,,,https://boardofed.idaho.gov/resources/boardapprovescovid19statewideguidance/,
144,Idaho,,social_distancing,,,https://coronavirus.idaho.gov/wpcontent/uploads/sites/127/2020/04/statewidestayhomeorder_040220.pdf,
145,Illinois,,shelter_in_place,,,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,
146,Illinois,,closing_of_public_venues,,,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,
147,Illinois,,gathering_size_10_0,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf, 
148,Illinois,,gathering_size_100_to_26,,,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,limit 50
149,Illinois,,gathering_size_25_to_11,,,,
150,Illinois,,gathering_size_500_to_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,Public and private gatherings of more than 1000 people are cancelled 
151,Illinois,,lockdown,,,,
152,Illinois,,non-essential_services_closure,,,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,
153,Illinois,,religious_gatherings_banned,,,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,
154,Illinois,,school_closure,,,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx,
155,Illinois,,social_distancing,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf, 
156,Indiana,,school_closure,,,https://chalkbeat.org/posts/in/2020/03/19/indianaordersschoolcloseduntilmay1cancelsstandardizedtests/,
157,Indiana,,closing_of_public_venues,,,https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,
158,Indiana,,gathering_size_10_0,,,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,
159,Indiana,,gathering_size_100_to_26,,,https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,50 limit
161,Indiana,,gathering_size_500_to_101,,,,
162,Indiana,,lockdown,,,,
163,Indiana,,non-essential_services_closure,,,https://www.indystar.com/story/news/health/2020/03/24/indiana-stay-home-order-everything-you-need-know-coronavirus/2911266001/, 
164,Indiana,,religious_gatherings_banned,,,https://www.in.gov/dol/3142.htm,
166,Indiana,,social_distancing,,,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,
167,Iowa,,closing_of_public_venues,,,https://www.desmoinesregister.com/story/news/health/2020/03/17/coronavirusiowareynoldsstatepublichealthemergencycovid19socialdistancing/5067571002/,
168,Iowa,,gathering_size_10_0,,,https://www.desmoinesregister.com/story/news/health/2020/03/17/coronavirusiowareynoldsstatepublichealthemergencycovid19socialdistancing/5067571002/,
169,Iowa,,gathering_size_100_to_26,,,,
170,Iowa,,gathering_size_25_to_11,,,,
171,Iowa,,gathering_size_500_to_101,,,,
172,Iowa,,lockdown,,,,
173,Iowa,,non-essential_services_closure,,,https://www.iowaeconomicdevelopment.com/UserDocs/news/Public_Health_Proclamation_-_2020.03.17.pdf,
174,Iowa,,religious_gatherings_banned,,,https://www.desmoinesregister.com/story/news/health/2020/03/17/coronavirusiowareynoldsstatepublichealthemergencycovid19socialdistancing/5067571002/,
175,Iowa,,school_closure,,,https://www.desmoinesregister.com/story/news/education/2020/03/16/coronavirusiowaschoolscloseddesmoineslaunchsummerfoodprogramschoolshutdown/5059825002/,
176,Iowa,,shelter_in_place,,,,
177,Iowa,,social_distancing,,,,
178,Kansas,,school_closure,,,https://www.foxnews.com/us/kansasgovernororderspublicschoolstoclosefortherestoftheschoolyear,
179,Kansas,,shelter_in_place,,,https://governor.kansas.gov/governorkellyissuestemporarystatewidestayhomeorderinongoingefforttocombatcovid19/,
180,Kansas,,closing_of_public_venues,,,https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,
181,Kansas,,gathering_size_10_0,,,https://governor.kansas.gov/wpcontent/uploads/2020/03/EO2014Executed.pdf,
182,Kansas,,gathering_size_100_to_26,,,https://governor.kansas.gov/wp-content/uploads/2020/03/20-04-Executed.pdf,limit 50
183,Kansas,,gathering_size_25_to_11,,,,
184,Kansas,,gathering_size_500_to_101,,,,
186,Kansas,,non-essential_services_closure,,,https://governor.kansas.gov/wpcontent/uploads/2020/03/EO2016.pdf,
187,Kansas,,religious_gatherings_banned,,,https://governor.kansas.gov/governorkellyannouncesrevisedmassgatheringsguidancetoincludereligiousservices/,
188,Kansas,,social_distancing,,,https://governor.kansas.gov/wpcontent/uploads/2020/03/EO2014Executed.pdf,
189,Kentucky,,religious_gatherings_banned,,,https://governor.ky.gov/attachments/20200319_Order_MassGatherings.pdf,change from recommendation to official EO; encouraged religious services to cancel began on 3/11/20 https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=87
190,Kentucky,,closing_of_public_venues,,,https://governor.ky.gov/attachments/20200317_Order_PublicFacingBusinesses.pdf,bars/restaurants were ordered to take out only on 3/16/20 but this order officially includes everything; expanded on 3/25/20 to only life sustainng
185,Kansas,,lockdown,,,,
191,Kentucky,,gathering_size_10_0,,,https://governor.ky.gov/attachments/20200319_Order_MassGatherings.pdf,officially banned mass gatherings of any kind (again not quanitifed but this is can be inferred)
194,Kentucky,,gathering_size_500_to_101,,,https://kentucky.gov/Pages/Activitystream.aspx?n=GovernorBeshear&prId=87,"*exact size is not noted but emphasized ""large gatherings"" "
195,Kentucky,,lockdown,,,,3/30/20 Order to restrict out of state travel https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf
196,Kentucky,,non-essential_services_closure,,,https://governor.ky.gov/attachments/20200317_Order_PublicFacingBusinesses.pdf,*further order extended to all non life sustaining in person retailers on 3/24/20 https://governor.ky.gov/attachments/20200322_Executive-Order_2020-246_Retail.pdf; expanded on 3/25/20 to only life sustainng
197,Kentucky,,school_closure,,,https://kentucky.gov/Pages/Activitystream.aspx?n=GovernorBeshear&prId=87,**3/16/20 strong recommendation but not an EO; remote education permitted https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=87
198,Kentucky,,shelter_in_place,,,https://governor.ky.gov/attachments/20200325_ExecutiveOrder_2020257_HealthyatHome.pdf,"""healthy at home"" "
199,Kentucky,,social_distancing,,,https://governor.ky.gov/attachments/20200317_Order_PublicFacingBusinesses.pdf,official change from recommendation to EO (gov. recommendationsn began 3/11/20 https://governor.ky.gov/covid19)
200,Louisiana,,gathering_size_10_0,,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,
201,Louisiana,,gathering_size_500_to_101,,,https://gov.louisiana.gov/assets/ExecutiveOrders/27JBE2020COVID19.pdf,
202,Louisiana,,non-essential_services_closure,,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,
203,Louisiana,,school_closure,,,https://gov.louisiana.gov/assets/ExecutiveOrders/27JBE2020COVID19.pdf,
204,Louisiana,,shelter_in_place,,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,
205,Louisiana,,social_distancing,,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,
206,Louisiana,,closing_of_public_venues,,,https://gov.louisiana.gov/index.cfm/newsroom/detail/2411,
207,Louisiana,,gathering_size_100_to_26,,,https://gov.louisiana.gov/index.cfm/newsroom/detail/2411,
210,Louisiana,,religious_gatherings_banned,,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,
211,Maine,,closing_of_public_venues,,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,bars/restaraunts allowed take - out/no dine in
212,Maine,,gathering_size_10_0,,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,max 10 (must maintain social distance) 
213,Maine,,non-essential_services_closure,,,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official order; on 3/18/20 strong recommendatio to close https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf
214,Maine,,religious_gatherings_banned,,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,no gathering of more than 10 (must maintain social distance) 
215,Maine,,school_closure,,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/CORRECTED_An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,*this is the only official order signifying school closures; on 3/15/20 gov. strongly recommends https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond
216,Maine,,shelter_in_place,,,https://www.maine.gov/governor/mills/news/governormillsissuesstayhealthyhomemandate20200331,
217,Maine,,social_distancing,,,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official physical distance regulations in EO 
218,Maine,,gathering_size_100_to_26,,,,3/15/20 gov. strongly recommend restricting gatherings max 50 https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond
220,Maine,,gathering_size_500_to_101,,,,*3/12/20 recommendation to limit gatherings to 250 (not an order) https://www.maine.gov/governor/mills/news/governor-mills-maine-cdc-announce-first-presumptive-positive-case-and-additional-steps-respond
221,Maine,,lockdown,,,,4/3/20 mandatory 14 quarantine for travellers arriving to Maine https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Establishing%20Quarantine%20Restrictions%20On%20Travelers%20Arriving%20in%20Maine.pdf
222,Maryland,,shelter_in_place,,,https://governor.maryland.gov/2020/03/30/ascovid19crisisescalatesincapitalregiongovernorhoganissuesstayathomeordereffectivetonight/,
223,Maryland,,closing_of_public_venues,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,
224,Maryland,,gathering_size_10_0,,,https://governor.maryland.gov/2020/03/19/governor-hogan-announces-further-actions-to-slow-the-spread-of-covid-19-relaunches-maryland-unites-initiative/,max 10
225,Maryland,,gathering_size_100_to_26,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,limit 50
