id,date,region,transportation_type,value
7313,2020-02-18,Canada,Workplace,-1.0
7314,2020-02-18,Canada,Residential,1.0
7315,2020-02-19,Canada,Retail & recreation,1.0
7316,2020-02-19,Canada,Grocery & pharmacy,1.0
7317,2020-02-19,Canada,Parks,9.0
7318,2020-02-19,Canada,Transit stations,0.0
7319,2020-02-19,Canada,Workplace,0.0
7320,2020-02-19,Canada,Residential,0.0
7321,2020-02-20,Canada,Retail & recreation,6.0
7322,2020-02-20,Canada,Grocery & pharmacy,4.0
7323,2020-02-20,Canada,Parks,14.0
7324,2020-02-20,Canada,Transit stations,-1.0
7325,2020-02-20,Canada,Workplace,1.0
7326,2020-02-20,Canada,Residential,0.0
7327,2020-02-21,Canada,Retail & recreation,2.0
7328,2020-02-21,Canada,Grocery & pharmacy,-1.0
7329,2020-02-21,Canada,Parks,10.0
7330,2020-02-21,Canada,Transit stations,-1.0
7331,2020-02-21,Canada,Workplace,-3.0
7332,2020-02-21,Canada,Residential,1.0
7333,2020-02-22,Canada,Retail & recreation,8.0
7334,2020-02-22,Canada,Grocery & pharmacy,5.0
7335,2020-02-22,Canada,Parks,28.0
7336,2020-02-22,Canada,Transit stations,6.0
7337,2020-02-22,Canada,Workplace,6.0
7338,2020-02-22,Canada,Residential,-1.0
7339,2020-02-23,Canada,Retail & recreation,10.0
7340,2020-02-23,Canada,Grocery & pharmacy,6.0
7341,2020-02-23,Canada,Parks,36.0
7342,2020-02-23,Canada,Transit stations,5.0
7343,2020-02-23,Canada,Workplace,5.0
7344,2020-02-23,Canada,Residential,-1.0
7345,2020-02-24,Canada,Retail & recreation,3.0
7346,2020-02-24,Canada,Grocery & pharmacy,2.0
7347,2020-02-24,Canada,Parks,19.0
7348,2020-02-24,Canada,Transit stations,-1.0
7349,2020-02-24,Canada,Workplace,3.0
7350,2020-02-24,Canada,Residential,0.0
7351,2020-02-25,Canada,Retail & recreation,2.0
7352,2020-02-25,Canada,Grocery & pharmacy,5.0
7353,2020-02-25,Canada,Parks,9.0
7354,2020-02-25,Canada,Transit stations,0.0
7355,2020-02-25,Canada,Workplace,3.0
7356,2020-02-25,Canada,Residential,0.0
7357,2020-02-26,Canada,Retail & recreation,-2.0
7358,2020-02-26,Canada,Grocery & pharmacy,2.0
7359,2020-02-26,Canada,Parks,1.0
7360,2020-02-26,Canada,Transit stations,-2.0
7361,2020-02-26,Canada,Workplace,1.0
7362,2020-02-26,Canada,Residential,1.0
7363,2020-02-27,Canada,Retail & recreation,-8.0
7364,2020-02-27,Canada,Grocery & pharmacy,-9.0
7365,2020-02-27,Canada,Parks,-6.0
7366,2020-02-27,Canada,Transit stations,-5.0
7367,2020-02-27,Canada,Workplace,-5.0
7368,2020-02-27,Canada,Residential,4.0
7369,2020-02-28,Canada,Retail & recreation,-1.0
7370,2020-02-28,Canada,Grocery & pharmacy,1.0
7371,2020-02-28,Canada,Parks,-5.0
7372,2020-02-28,Canada,Transit stations,1.0
7373,2020-02-28,Canada,Workplace,0.0
7374,2020-02-28,Canada,Residential,1.0
7375,2020-02-29,Canada,Retail & recreation,7.0
7376,2020-02-29,Canada,Grocery & pharmacy,7.0
7377,2020-02-29,Canada,Parks,11.0
7378,2020-02-29,Canada,Transit stations,6.0
7379,2020-02-29,Canada,Workplace,7.0
7380,2020-02-29,Canada,Residential,0.0
7381,2020-03-01,Canada,Retail & recreation,10.0
7382,2020-03-01,Canada,Grocery & pharmacy,9.0
7383,2020-03-01,Canada,Parks,23.0
7384,2020-03-01,Canada,Transit stations,6.0
7385,2020-03-01,Canada,Workplace,5.0
7386,2020-03-01,Canada,Residential,-1.0
7387,2020-03-02,Canada,Retail & recreation,3.0
7388,2020-03-02,Canada,Grocery & pharmacy,3.0
7389,2020-03-02,Canada,Parks,1.0
7390,2020-03-02,Canada,Transit stations,-2.0
7391,2020-03-02,Canada,Workplace,-1.0
7392,2020-03-02,Canada,Residential,1.0
7393,2020-03-03,Canada,Retail & recreation,4.0
7394,2020-03-03,Canada,Grocery & pharmacy,6.0
7395,2020-03-03,Canada,Parks,8.0
7396,2020-03-03,Canada,Transit stations,-2.0
7397,2020-03-03,Canada,Workplace,0.0
7398,2020-03-03,Canada,Residential,0.0
7399,2020-03-04,Canada,Retail & recreation,5.0
7400,2020-03-04,Canada,Grocery & pharmacy,4.0
7401,2020-03-04,Canada,Parks,11.0
7402,2020-03-04,Canada,Transit stations,0.0
7403,2020-03-04,Canada,Workplace,-1.0
7404,2020-03-04,Canada,Residential,1.0
7405,2020-03-05,Canada,Retail & recreation,7.0
7406,2020-03-05,Canada,Grocery & pharmacy,5.0
7407,2020-03-05,Canada,Parks,18.0
7408,2020-03-05,Canada,Transit stations,-1.0
7409,2020-03-05,Canada,Workplace,-2.0
7410,2020-03-05,Canada,Residential,1.0
7411,2020-03-06,Canada,Retail & recreation,1.0
7412,2020-03-06,Canada,Grocery & pharmacy,-1.0
7413,2020-03-06,Canada,Parks,6.0
7414,2020-03-06,Canada,Transit stations,-3.0
7415,2020-03-06,Canada,Workplace,-1.0
7416,2020-03-06,Canada,Residential,1.0
7417,2020-03-07,Canada,Retail & recreation,6.0
7418,2020-03-07,Canada,Grocery & pharmacy,5.0
7419,2020-03-07,Canada,Parks,17.0
7420,2020-03-07,Canada,Transit stations,3.0
7421,2020-03-07,Canada,Workplace,6.0
7422,2020-03-07,Canada,Residential,0.0
7423,2020-03-08,Canada,Retail & recreation,9.0
7424,2020-03-08,Canada,Grocery & pharmacy,7.0
7425,2020-03-08,Canada,Parks,50.0
7426,2020-03-08,Canada,Transit stations,3.0
7427,2020-03-08,Canada,Workplace,4.0
7428,2020-03-08,Canada,Residential,0.0
7429,2020-03-09,Canada,Retail & recreation,4.0
7430,2020-03-09,Canada,Grocery & pharmacy,4.0
7431,2020-03-09,Canada,Parks,31.0
7432,2020-03-09,Canada,Transit stations,-3.0
7433,2020-03-09,Canada,Workplace,2.0
7434,2020-03-09,Canada,Residential,1.0
7435,2020-03-10,Canada,Retail & recreation,-1.0
7436,2020-03-10,Canada,Grocery & pharmacy,1.0
7437,2020-03-10,Canada,Parks,-2.0
7438,2020-03-10,Canada,Transit stations,-6.0
7439,2020-03-10,Canada,Workplace,1.0
7440,2020-03-10,Canada,Residential,1.0
7441,2020-03-11,Canada,Retail & recreation,3.0
7442,2020-03-11,Canada,Grocery & pharmacy,7.0
7443,2020-03-11,Canada,Parks,12.0
7444,2020-03-11,Canada,Transit stations,-3.0
7445,2020-03-11,Canada,Workplace,2.0
7446,2020-03-11,Canada,Residential,1.0
7447,2020-03-12,Canada,Retail & recreation,7.0
7448,2020-03-12,Canada,Grocery & pharmacy,27.0
7449,2020-03-12,Canada,Parks,11.0
7450,2020-03-12,Canada,Transit stations,-6.0
7451,2020-03-12,Canada,Workplace,2.0
7452,2020-03-12,Canada,Residential,1.0
7453,2020-03-13,Canada,Retail & recreation,-5.0
7454,2020-03-13,Canada,Grocery & pharmacy,35.0
7455,2020-03-13,Canada,Parks,-16.0
7456,2020-03-13,Canada,Transit stations,-17.0
7457,2020-03-13,Canada,Workplace,-6.0
7458,2020-03-13,Canada,Residential,5.0
7459,2020-03-14,Canada,Retail & recreation,-11.0
7460,2020-03-14,Canada,Grocery & pharmacy,19.0
7461,2020-03-14,Canada,Parks,-8.0
7462,2020-03-14,Canada,Transit stations,-19.0
7463,2020-03-14,Canada,Workplace,-1.0
7464,2020-03-14,Canada,Residential,5.0
7465,2020-03-15,Canada,Retail & recreation,-12.0
7466,2020-03-15,Canada,Grocery & pharmacy,11.0
7467,2020-03-15,Canada,Parks,28.0
7468,2020-03-15,Canada,Transit stations,-22.0
7469,2020-03-15,Canada,Workplace,-5.0
7470,2020-03-15,Canada,Residential,4.0
7471,2020-03-16,Canada,Retail & recreation,-12.0
7472,2020-03-16,Canada,Grocery & pharmacy,23.0
7473,2020-03-16,Canada,Parks,15.0
7474,2020-03-16,Canada,Transit stations,-37.0
7475,2020-03-16,Canada,Workplace,-27.0
7476,2020-03-16,Canada,Residential,10.0
7477,2020-03-17,Canada,Retail & recreation,-27.0
7478,2020-03-17,Canada,Grocery & pharmacy,13.0
7479,2020-03-17,Canada,Parks,7.0
7480,2020-03-17,Canada,Transit stations,-45.0
7481,2020-03-17,Canada,Workplace,-35.0
7482,2020-03-17,Canada,Residential,14.0
7483,2020-03-18,Canada,Retail & recreation,-33.0
7484,2020-03-18,Canada,Grocery & pharmacy,7.0
7485,2020-03-18,Canada,Parks,14.0
7486,2020-03-18,Canada,Transit stations,-48.0
7487,2020-03-18,Canada,Workplace,-40.0
7488,2020-03-18,Canada,Residential,16.0
7489,2020-03-19,Canada,Retail & recreation,-36.0
7490,2020-03-19,Canada,Grocery & pharmacy,4.0
7491,2020-03-19,Canada,Parks,18.0
7492,2020-03-19,Canada,Transit stations,-52.0
7493,2020-03-19,Canada,Workplace,-43.0
7494,2020-03-19,Canada,Residential,17.0
7495,2020-03-20,Canada,Retail & recreation,-44.0
7496,2020-03-20,Canada,Grocery & pharmacy,-5.0
7497,2020-03-20,Canada,Parks,-8.0
7498,2020-03-20,Canada,Transit stations,-54.0
7499,2020-03-20,Canada,Workplace,-45.0
7500,2020-03-20,Canada,Residential,20.0
7501,2020-03-21,Canada,Retail & recreation,-49.0
7502,2020-03-21,Canada,Grocery & pharmacy,-12.0
7503,2020-03-21,Canada,Parks,11.0
7504,2020-03-21,Canada,Transit stations,-49.0
7505,2020-03-21,Canada,Workplace,-32.0
7506,2020-03-21,Canada,Residential,13.0
7507,2020-03-22,Canada,Retail & recreation,-51.0
7508,2020-03-22,Canada,Grocery & pharmacy,-21.0
7509,2020-03-22,Canada,Parks,4.0
7510,2020-03-22,Canada,Transit stations,-54.0
7511,2020-03-22,Canada,Workplace,-35.0
7512,2020-03-22,Canada,Residential,11.0
7513,2020-03-23,Canada,Retail & recreation,-45.0
7514,2020-03-23,Canada,Grocery & pharmacy,-13.0
7515,2020-03-23,Canada,Parks,-27.0
7516,2020-03-23,Canada,Transit stations,-63.0
7517,2020-03-23,Canada,Workplace,-51.0
7518,2020-03-23,Canada,Residential,20.0
7519,2020-03-24,Canada,Retail & recreation,-49.0
7520,2020-03-24,Canada,Grocery & pharmacy,-15.0
7521,2020-03-24,Canada,Parks,-10.0
7522,2020-03-24,Canada,Transit stations,-64.0
7523,2020-03-24,Canada,Workplace,-55.0
7524,2020-03-24,Canada,Residential,22.0
7525,2020-03-25,Canada,Retail & recreation,-53.0
7526,2020-03-25,Canada,Grocery & pharmacy,-21.0
7527,2020-03-25,Canada,Parks,1.0
7528,2020-03-25,Canada,Transit stations,-65.0
7529,2020-03-25,Canada,Workplace,-59.0
7530,2020-03-25,Canada,Residential,23.0
7531,2020-03-26,Canada,Retail & recreation,-54.0
7532,2020-03-26,Canada,Grocery & pharmacy,-21.0
7533,2020-03-26,Canada,Parks,-18.0
7534,2020-03-26,Canada,Transit stations,-68.0
7535,2020-03-26,Canada,Workplace,-59.0
7536,2020-03-26,Canada,Residential,25.0
7537,2020-03-27,Canada,Retail & recreation,-55.0
7538,2020-03-27,Canada,Grocery & pharmacy,-21.0
7539,2020-03-27,Canada,Parks,-10.0
7540,2020-03-27,Canada,Transit stations,-66.0
7541,2020-03-27,Canada,Workplace,-59.0
7542,2020-03-27,Canada,Residential,26.0
7543,2020-03-28,Canada,Retail & recreation,-59.0
7544,2020-03-28,Canada,Grocery & pharmacy,-27.0
7545,2020-03-28,Canada,Parks,-30.0
7546,2020-03-28,Canada,Transit stations,-64.0
7547,2020-03-28,Canada,Workplace,-44.0
7548,2020-03-28,Canada,Residential,17.0
7549,2020-03-29,Canada,Retail & recreation,-59.0
7550,2020-03-29,Canada,Grocery & pharmacy,-35.0
7551,2020-03-29,Canada,Parks,-16.0
7552,2020-03-29,Canada,Transit stations,-66.0
7553,2020-03-29,Canada,Workplace,-44.0
7554,2020-03-29,Canada,Residential,14.0
7555,2020-03-30,Canada,Retail & recreation,-54.0
7556,2020-03-30,Canada,Grocery & pharmacy,-27.0
7557,2020-03-30,Canada,Parks,-32.0
7558,2020-03-30,Canada,Transit stations,-70.0
7559,2020-03-30,Canada,Workplace,-60.0
7560,2020-03-30,Canada,Residential,23.0
7561,2020-03-31,Canada,Retail & recreation,-51.0
7562,2020-03-31,Canada,Grocery & pharmacy,-19.0
7563,2020-03-31,Canada,Parks,-13.0
7564,2020-03-31,Canada,Transit stations,-68.0
7565,2020-03-31,Canada,Workplace,-60.0
7566,2020-03-31,Canada,Residential,23.0
7567,2020-04-01,Canada,Retail & recreation,-52.0
7568,2020-04-01,Canada,Grocery & pharmacy,-21.0
7569,2020-04-01,Canada,Parks,-10.0
7570,2020-04-01,Canada,Transit stations,-68.0
7571,2020-04-01,Canada,Workplace,-61.0
7572,2020-04-01,Canada,Residential,24.0
7573,2020-04-02,Canada,Retail & recreation,-53.0
7574,2020-04-02,Canada,Grocery & pharmacy,-23.0
7575,2020-04-02,Canada,Parks,-16.0
7576,2020-04-02,Canada,Transit stations,-70.0
7577,2020-04-02,Canada,Workplace,-61.0
7578,2020-04-02,Canada,Residential,25.0
7579,2020-04-03,Canada,Retail & recreation,-55.0
7580,2020-04-03,Canada,Grocery & pharmacy,-23.0
7581,2020-04-03,Canada,Parks,-33.0
7582,2020-04-03,Canada,Transit stations,-69.0
7583,2020-04-03,Canada,Workplace,-60.0
7584,2020-04-03,Canada,Residential,27.0
7585,2020-04-04,Canada,Retail & recreation,-57.0
7586,2020-04-04,Canada,Grocery & pharmacy,-25.0
7587,2020-04-04,Canada,Parks,-17.0
7588,2020-04-04,Canada,Transit stations,-63.0
7589,2020-04-04,Canada,Workplace,-45.0
7590,2020-04-04,Canada,Residential,17.0
7591,2020-04-05,Canada,Retail & recreation,-63.0
7592,2020-04-05,Canada,Grocery & pharmacy,-45.0
7593,2020-04-05,Canada,Parks,-13.0
7594,2020-04-05,Canada,Transit stations,-67.0
7595,2020-04-05,Canada,Workplace,-46.0
7596,2020-04-05,Canada,Residential,14.0
7597,2020-04-06,Canada,Retail & recreation,-51.0
7598,2020-04-06,Canada,Grocery & pharmacy,-21.0
7599,2020-04-06,Canada,Parks,2.0
7600,2020-04-06,Canada,Transit stations,-68.0
7601,2020-04-06,Canada,Workplace,-60.0
7602,2020-04-06,Canada,Residential,23.0
7603,2020-04-07,Canada,Retail & recreation,-52.0
7604,2020-04-07,Canada,Grocery & pharmacy,-18.0
7605,2020-04-07,Canada,Parks,-1.0
7606,2020-04-07,Canada,Transit stations,-68.0
7607,2020-04-07,Canada,Workplace,-61.0
7608,2020-04-07,Canada,Residential,24.0
7609,2020-04-08,Canada,Retail & recreation,-51.0
7610,2020-04-08,Canada,Grocery & pharmacy,-17.0
7611,2020-04-08,Canada,Parks,-3.0
7612,2020-04-08,Canada,Transit stations,-67.0
7613,2020-04-08,Canada,Workplace,-61.0
7614,2020-04-08,Canada,Residential,24.0
7615,2020-04-09,Canada,Retail & recreation,-44.0
7616,2020-04-09,Canada,Grocery & pharmacy,-3.0
7617,2020-04-09,Canada,Parks,-15.0
7618,2020-04-09,Canada,Transit stations,-68.0
7619,2020-04-09,Canada,Workplace,-62.0
7620,2020-04-09,Canada,Residential,24.0
7621,2020-04-10,Canada,Retail & recreation,-70.0
7622,2020-04-10,Canada,Grocery & pharmacy,-43.0
7623,2020-04-10,Canada,Parks,-24.0
7624,2020-04-10,Canada,Transit stations,-77.0
7625,2020-04-10,Canada,Workplace,-81.0
7626,2020-04-10,Canada,Residential,33.0
7627,2020-04-11,Canada,Retail & recreation,-54.0
7628,2020-04-11,Canada,Grocery & pharmacy,-15.0
7629,2020-04-11,Canada,Parks,-22.0
7630,2020-04-11,Canada,Transit stations,-63.0
7631,2020-04-11,Canada,Workplace,-47.0
7632,2020-04-11,Canada,Residential,17.0
7633,2020-02-15,Alberta,Retail & recreation,7.0
7634,2020-02-15,Alberta,Grocery & pharmacy,3.0
7635,2020-02-15,Alberta,Parks,24.0
7636,2020-02-15,Alberta,Transit stations,7.0
7637,2020-02-15,Alberta,Workplace,-2.0
7638,2020-02-15,Alberta,Residential,-1.0
7639,2020-02-16,Alberta,Retail & recreation,10.0
7640,2020-02-16,Alberta,Grocery & pharmacy,-2.0
7641,2020-02-16,Alberta,Parks,28.0
7642,2020-02-16,Alberta,Transit stations,3.0
7643,2020-02-16,Alberta,Workplace,-3.0
7644,2020-02-16,Alberta,Residential,-2.0
7645,2020-02-17,Alberta,Retail & recreation,-7.0
7646,2020-02-17,Alberta,Grocery & pharmacy,-2.0
7647,2020-02-17,Alberta,Parks,10.0
7648,2020-02-17,Alberta,Transit stations,-40.0
7649,2020-02-17,Alberta,Workplace,-67.0
7650,2020-02-17,Alberta,Residential,15.0
7651,2020-02-18,Alberta,Retail & recreation,-1.0
7652,2020-02-18,Alberta,Grocery & pharmacy,1.0
7653,2020-02-18,Alberta,Parks,-2.0
7654,2020-02-18,Alberta,Transit stations,-9.0
7655,2020-02-18,Alberta,Workplace,-5.0
7656,2020-02-18,Alberta,Residential,2.0
7657,2020-02-19,Alberta,Retail & recreation,3.0
7658,2020-02-19,Alberta,Grocery & pharmacy,4.0
7659,2020-02-19,Alberta,Parks,21.0
7660,2020-02-19,Alberta,Transit stations,-7.0
7661,2020-02-19,Alberta,Workplace,-1.0
7662,2020-02-19,Alberta,Residential,1.0
7663,2020-02-20,Alberta,Retail & recreation,7.0
7664,2020-02-20,Alberta,Grocery & pharmacy,9.0
7665,2020-02-20,Alberta,Parks,11.0
7666,2020-02-20,Alberta,Transit stations,-6.0
7667,2020-02-20,Alberta,Workplace,-1.0
7668,2020-02-20,Alberta,Residential,0.0
7669,2020-02-21,Alberta,Retail & recreation,2.0
7670,2020-02-21,Alberta,Grocery & pharmacy,3.0
7671,2020-02-21,Alberta,Parks,18.0
7672,2020-02-21,Alberta,Transit stations,-1.0
7673,2020-02-21,Alberta,Workplace,2.0
7674,2020-02-21,Alberta,Residential,0.0
7675,2020-02-22,Alberta,Retail & recreation,8.0
7676,2020-02-22,Alberta,Grocery & pharmacy,7.0
7677,2020-02-22,Alberta,Parks,19.0
7678,2020-02-22,Alberta,Transit stations,4.0
7679,2020-02-22,Alberta,Workplace,5.0
7680,2020-02-22,Alberta,Residential,-1.0
7681,2020-02-23,Alberta,Retail & recreation,4.0
7682,2020-02-23,Alberta,Grocery & pharmacy,3.0
7683,2020-02-23,Alberta,Parks,8.0
7684,2020-02-23,Alberta,Transit stations,0.0
7685,2020-02-23,Alberta,Workplace,3.0
7686,2020-02-23,Alberta,Residential,0.0
7687,2020-02-24,Alberta,Retail & recreation,-1.0
7688,2020-02-24,Alberta,Grocery & pharmacy,1.0
7689,2020-02-24,Alberta,Parks,1.0
7690,2020-02-24,Alberta,Transit stations,3.0
7691,2020-02-24,Alberta,Workplace,4.0
7692,2020-02-24,Alberta,Residential,0.0
7693,2020-02-25,Alberta,Retail & recreation,2.0
7694,2020-02-25,Alberta,Grocery & pharmacy,3.0
7695,2020-02-25,Alberta,Parks,13.0
7696,2020-02-25,Alberta,Transit stations,2.0
7697,2020-02-25,Alberta,Workplace,5.0
7698,2020-02-25,Alberta,Residential,0.0
7699,2020-02-26,Alberta,Retail & recreation,5.0
7700,2020-02-26,Alberta,Grocery & pharmacy,7.0
7701,2020-02-26,Alberta,Parks,8.0
7702,2020-02-26,Alberta,Transit stations,1.0
7703,2020-02-26,Alberta,Workplace,5.0
7704,2020-02-26,Alberta,Residential,-1.0
7705,2020-02-27,Alberta,Retail & recreation,7.0
7706,2020-02-27,Alberta,Grocery & pharmacy,10.0
7707,2020-02-27,Alberta,Parks,13.0
7708,2020-02-27,Alberta,Transit stations,1.0
7709,2020-02-27,Alberta,Workplace,2.0
7710,2020-02-27,Alberta,Residential,0.0
7711,2020-02-28,Alberta,Retail & recreation,8.0
7712,2020-02-28,Alberta,Grocery & pharmacy,11.0
7713,2020-02-28,Alberta,Parks,13.0
7714,2020-02-28,Alberta,Transit stations,6.0
7715,2020-02-28,Alberta,Workplace,4.0
7716,2020-02-28,Alberta,Residential,-1.0
7717,2020-02-29,Alberta,Retail & recreation,5.0
7718,2020-02-29,Alberta,Grocery & pharmacy,7.0
7719,2020-02-29,Alberta,Parks,8.0
7720,2020-02-29,Alberta,Transit stations,4.0
7721,2020-02-29,Alberta,Workplace,5.0
7722,2020-02-29,Alberta,Residential,0.0
7723,2020-03-01,Alberta,Retail & recreation,8.0
7724,2020-03-01,Alberta,Grocery & pharmacy,10.0
7725,2020-03-01,Alberta,Parks,13.0
7726,2020-03-01,Alberta,Transit stations,4.0
7727,2020-03-01,Alberta,Workplace,4.0
7728,2020-03-01,Alberta,Residential,-1.0
7729,2020-03-02,Alberta,Retail & recreation,4.0
7730,2020-03-02,Alberta,Grocery & pharmacy,7.0
7731,2020-03-02,Alberta,Parks,3.0
7732,2020-03-02,Alberta,Transit stations,1.0
7733,2020-03-02,Alberta,Workplace,5.0
7734,2020-03-02,Alberta,Residential,0.0
7735,2020-03-03,Alberta,Retail & recreation,5.0
7736,2020-03-03,Alberta,Grocery & pharmacy,9.0
7737,2020-03-03,Alberta,Parks,13.0
7738,2020-03-03,Alberta,Transit stations,0.0
7739,2020-03-03,Alberta,Workplace,5.0
7740,2020-03-03,Alberta,Residential,0.0
7741,2020-03-04,Alberta,Retail & recreation,4.0
7742,2020-03-04,Alberta,Grocery & pharmacy,7.0
7743,2020-03-04,Alberta,Parks,4.0
7744,2020-03-04,Alberta,Transit stations,0.0
7745,2020-03-04,Alberta,Workplace,5.0
7746,2020-03-04,Alberta,Residential,0.0
7747,2020-03-05,Alberta,Retail & recreation,6.0
7748,2020-03-05,Alberta,Grocery & pharmacy,9.0
7749,2020-03-05,Alberta,Parks,2.0
7750,2020-03-05,Alberta,Transit stations,0.0
7751,2020-03-05,Alberta,Workplace,4.0
7752,2020-03-05,Alberta,Residential,0.0
7753,2020-03-06,Alberta,Retail & recreation,4.0
7754,2020-03-06,Alberta,Grocery & pharmacy,9.0
7755,2020-03-06,Alberta,Parks,9.0
7756,2020-03-06,Alberta,Transit stations,3.0
7757,2020-03-06,Alberta,Workplace,6.0
7758,2020-03-06,Alberta,Residential,0.0
7759,2020-03-07,Alberta,Retail & recreation,-2.0
7760,2020-03-07,Alberta,Grocery & pharmacy,2.0
7761,2020-03-07,Alberta,Parks,-11.0
7762,2020-03-07,Alberta,Transit stations,-6.0
7763,2020-03-07,Alberta,Workplace,3.0
7764,2020-03-07,Alberta,Residential,2.0
7765,2020-03-08,Alberta,Retail & recreation,-1.0
7766,2020-03-08,Alberta,Grocery & pharmacy,3.0
7767,2020-03-08,Alberta,Parks,-10.0
7768,2020-03-08,Alberta,Transit stations,-4.0
7769,2020-03-08,Alberta,Workplace,2.0
7770,2020-03-08,Alberta,Residential,1.0
7771,2020-03-09,Alberta,Retail & recreation,2.0
7772,2020-03-09,Alberta,Grocery & pharmacy,7.0
7773,2020-03-09,Alberta,Parks,16.0
7774,2020-03-09,Alberta,Transit stations,-1.0
7775,2020-03-09,Alberta,Workplace,4.0
7776,2020-03-09,Alberta,Residential,0.0
7777,2020-03-10,Alberta,Retail & recreation,2.0
7778,2020-03-10,Alberta,Grocery & pharmacy,5.0
7779,2020-03-10,Alberta,Parks,9.0
7780,2020-03-10,Alberta,Transit stations,-4.0
7781,2020-03-10,Alberta,Workplace,4.0
7782,2020-03-10,Alberta,Residential,1.0
7783,2020-03-11,Alberta,Retail & recreation,3.0
7784,2020-03-11,Alberta,Grocery & pharmacy,11.0
7785,2020-03-11,Alberta,Parks,16.0
7786,2020-03-11,Alberta,Transit stations,-5.0
7787,2020-03-11,Alberta,Workplace,4.0
7788,2020-03-11,Alberta,Residential,1.0
7789,2020-03-12,Alberta,Retail & recreation,4.0
7790,2020-03-12,Alberta,Grocery & pharmacy,29.0
7791,2020-03-12,Alberta,Parks,-6.0
7792,2020-03-12,Alberta,Transit stations,-8.0
7793,2020-03-12,Alberta,Workplace,2.0
7794,2020-03-12,Alberta,Residential,1.0
7795,2020-03-13,Alberta,Retail & recreation,-8.0
7796,2020-03-13,Alberta,Grocery & pharmacy,30.0
7797,2020-03-13,Alberta,Parks,-28.0
7798,2020-03-13,Alberta,Transit stations,-17.0
7799,2020-03-13,Alberta,Workplace,-3.0
7800,2020-03-13,Alberta,Residential,5.0
7801,2020-03-14,Alberta,Retail & recreation,-19.0
7802,2020-03-14,Alberta,Grocery & pharmacy,12.0
7803,2020-03-14,Alberta,Parks,-45.0
7804,2020-03-14,Alberta,Transit stations,-26.0
7805,2020-03-14,Alberta,Workplace,-5.0
7806,2020-03-14,Alberta,Residential,7.0
7807,2020-03-15,Alberta,Retail & recreation,-18.0
7808,2020-03-15,Alberta,Grocery & pharmacy,9.0
7809,2020-03-15,Alberta,Parks,-28.0
7810,2020-03-15,Alberta,Transit stations,-25.0
7811,2020-03-15,Alberta,Workplace,-7.0
7812,2020-03-15,Alberta,Residential,5.0
7813,2020-03-16,Alberta,Retail & recreation,-11.0
7814,2020-03-16,Alberta,Grocery & pharmacy,31.0
7815,2020-03-16,Alberta,Parks,-13.0
7816,2020-03-16,Alberta,Transit stations,-39.0
7817,2020-03-16,Alberta,Workplace,-22.0
7818,2020-03-16,Alberta,Residential,9.0
7819,2020-03-17,Alberta,Retail & recreation,-21.0
7820,2020-03-17,Alberta,Grocery & pharmacy,17.0
7821,2020-03-17,Alberta,Parks,-12.0
7822,2020-03-17,Alberta,Transit stations,-45.0
7823,2020-03-17,Alberta,Workplace,-29.0
7824,2020-03-17,Alberta,Residential,13.0
7825,2020-03-18,Alberta,Retail & recreation,-31.0
7826,2020-03-18,Alberta,Grocery & pharmacy,11.0
7827,2020-03-18,Alberta,Parks,-24.0
7828,2020-03-18,Alberta,Transit stations,-52.0
7829,2020-03-18,Alberta,Workplace,-35.0
7830,2020-03-18,Alberta,Residential,16.0
7831,2020-03-19,Alberta,Retail & recreation,-35.0
7832,2020-03-19,Alberta,Grocery & pharmacy,3.0
7833,2020-03-19,Alberta,Parks,-28.0
7834,2020-03-19,Alberta,Transit stations,-56.0
7835,2020-03-19,Alberta,Workplace,-39.0
7836,2020-03-19,Alberta,Residential,18.0
7837,2020-03-20,Alberta,Retail & recreation,-38.0
7838,2020-03-20,Alberta,Grocery & pharmacy,4.0
7839,2020-03-20,Alberta,Parks,-9.0
7840,2020-03-20,Alberta,Transit stations,-53.0
7841,2020-03-20,Alberta,Workplace,-40.0
7842,2020-03-20,Alberta,Residential,19.0
7843,2020-03-21,Alberta,Retail & recreation,-46.0
7844,2020-03-21,Alberta,Grocery & pharmacy,-9.0
7845,2020-03-21,Alberta,Parks,8.0
7846,2020-03-21,Alberta,Transit stations,-47.0
7847,2020-03-21,Alberta,Workplace,-30.0
7848,2020-03-21,Alberta,Residential,13.0
7849,2020-03-22,Alberta,Retail & recreation,-49.0
7850,2020-03-22,Alberta,Grocery & pharmacy,-21.0
7851,2020-03-22,Alberta,Parks,16.0
7852,2020-03-22,Alberta,Transit stations,-51.0
7853,2020-03-22,Alberta,Workplace,-34.0
7854,2020-03-22,Alberta,Residential,11.0
7855,2020-03-23,Alberta,Retail & recreation,-43.0
7856,2020-03-23,Alberta,Grocery & pharmacy,-11.0
7857,2020-03-23,Alberta,Parks,-22.0
7858,2020-03-23,Alberta,Transit stations,-63.0
7859,2020-03-23,Alberta,Workplace,-46.0
7860,2020-03-23,Alberta,Residential,19.0
7861,2020-03-24,Alberta,Retail & recreation,-48.0
7862,2020-03-24,Alberta,Grocery & pharmacy,-16.0
7863,2020-03-24,Alberta,Parks,-31.0
7864,2020-03-24,Alberta,Transit stations,-66.0
7865,2020-03-24,Alberta,Workplace,-49.0
7866,2020-03-24,Alberta,Residential,22.0
