id,date,region,transportation_type,value
8874,2020-03-21,New Brunswick,Residential,13.0
8875,2020-03-22,New Brunswick,Retail & recreation,-47.0
8876,2020-03-22,New Brunswick,Grocery & pharmacy,-22.0
8877,2020-03-22,New Brunswick,Parks,48.0
8878,2020-03-22,New Brunswick,Transit stations,-39.0
8879,2020-03-22,New Brunswick,Workplace,-31.0
8880,2020-03-22,New Brunswick,Residential,7.0
8881,2020-03-23,New Brunswick,Retail & recreation,-47.0
8882,2020-03-23,New Brunswick,Grocery & pharmacy,-26.0
8883,2020-03-23,New Brunswick,Parks,-4.0
8884,2020-03-23,New Brunswick,Transit stations,-52.0
8885,2020-03-23,New Brunswick,Workplace,-51.0
8886,2020-03-23,New Brunswick,Residential,18.0
8887,2020-03-24,New Brunswick,Retail & recreation,-54.0
8888,2020-03-24,New Brunswick,Grocery & pharmacy,-29.0
8889,2020-03-24,New Brunswick,Parks,-35.0
8890,2020-03-24,New Brunswick,Transit stations,-54.0
8891,2020-03-24,New Brunswick,Workplace,-55.0
8892,2020-03-24,New Brunswick,Residential,21.0
8893,2020-03-25,New Brunswick,Retail & recreation,-48.0
8894,2020-03-25,New Brunswick,Grocery & pharmacy,-21.0
8895,2020-03-25,New Brunswick,Parks,10.0
8896,2020-03-25,New Brunswick,Transit stations,-50.0
8897,2020-03-25,New Brunswick,Workplace,-54.0
8898,2020-03-25,New Brunswick,Residential,19.0
8899,2020-03-26,New Brunswick,Retail & recreation,-49.0
8900,2020-03-26,New Brunswick,Grocery & pharmacy,-20.0
8901,2020-03-26,New Brunswick,Parks,-12.0
8902,2020-03-26,New Brunswick,Transit stations,-54.0
8903,2020-03-26,New Brunswick,Workplace,-55.0
8904,2020-03-26,New Brunswick,Residential,21.0
8905,2020-03-27,New Brunswick,Retail & recreation,-52.0
8906,2020-03-27,New Brunswick,Grocery & pharmacy,-22.0
8907,2020-03-27,New Brunswick,Parks,-38.0
8908,2020-03-27,New Brunswick,Transit stations,-60.0
8909,2020-03-27,New Brunswick,Workplace,-55.0
8910,2020-03-27,New Brunswick,Residential,24.0
8911,2020-03-28,New Brunswick,Retail & recreation,-54.0
8912,2020-03-28,New Brunswick,Grocery & pharmacy,-30.0
8913,2020-03-28,New Brunswick,Parks,21.0
8914,2020-03-28,New Brunswick,Transit stations,-41.0
8915,2020-03-28,New Brunswick,Workplace,-40.0
8916,2020-03-28,New Brunswick,Residential,13.0
8917,2020-03-29,New Brunswick,Retail & recreation,-42.0
8918,2020-03-29,New Brunswick,Grocery & pharmacy,-20.0
8919,2020-03-29,New Brunswick,Parks,101.0
8920,2020-03-29,New Brunswick,Transit stations,-47.0
8921,2020-03-29,New Brunswick,Workplace,-35.0
8922,2020-03-29,New Brunswick,Residential,8.0
8923,2020-03-30,New Brunswick,Retail & recreation,-49.0
8924,2020-03-30,New Brunswick,Grocery & pharmacy,-31.0
8925,2020-03-30,New Brunswick,Parks,-24.0
8926,2020-03-30,New Brunswick,Transit stations,-58.0
8927,2020-03-30,New Brunswick,Workplace,-55.0
8928,2020-03-30,New Brunswick,Residential,20.0
8929,2020-03-31,New Brunswick,Retail & recreation,-50.0
8930,2020-03-31,New Brunswick,Grocery & pharmacy,-27.0
8931,2020-03-31,New Brunswick,Parks,-23.0
8932,2020-03-31,New Brunswick,Transit stations,-60.0
8933,2020-03-31,New Brunswick,Workplace,-56.0
8934,2020-03-31,New Brunswick,Residential,20.0
8935,2020-04-01,New Brunswick,Retail & recreation,-52.0
8936,2020-04-01,New Brunswick,Grocery & pharmacy,-29.0
8937,2020-04-01,New Brunswick,Parks,-42.0
8938,2020-04-01,New Brunswick,Transit stations,-61.0
8939,2020-04-01,New Brunswick,Workplace,-57.0
8940,2020-04-01,New Brunswick,Residential,22.0
8941,2020-04-02,New Brunswick,Retail & recreation,-51.0
8942,2020-04-02,New Brunswick,Grocery & pharmacy,-28.0
8943,2020-04-02,New Brunswick,Parks,-43.0
8944,2020-04-02,New Brunswick,Transit stations,-61.0
8945,2020-04-02,New Brunswick,Workplace,-57.0
8946,2020-04-02,New Brunswick,Residential,23.0
8947,2020-04-03,New Brunswick,Retail & recreation,-50.0
8948,2020-04-03,New Brunswick,Grocery & pharmacy,-23.0
8949,2020-04-03,New Brunswick,Parks,-42.0
8950,2020-04-03,New Brunswick,Transit stations,-60.0
8951,2020-04-03,New Brunswick,Workplace,-56.0
8952,2020-04-03,New Brunswick,Residential,25.0
8953,2020-04-04,New Brunswick,Retail & recreation,-54.0
8954,2020-04-04,New Brunswick,Grocery & pharmacy,-32.0
8955,2020-04-04,New Brunswick,Parks,-27.0
8956,2020-04-04,New Brunswick,Transit stations,-55.0
8957,2020-04-04,New Brunswick,Workplace,-42.0
8958,2020-04-04,New Brunswick,Residential,15.0
8959,2020-04-05,New Brunswick,Retail & recreation,-43.0
8960,2020-04-05,New Brunswick,Grocery & pharmacy,-23.0
8961,2020-04-05,New Brunswick,Parks,78.0
8962,2020-04-05,New Brunswick,Transit stations,-53.0
8963,2020-04-05,New Brunswick,Workplace,-37.0
8964,2020-04-05,New Brunswick,Residential,8.0
8965,2020-04-06,New Brunswick,Retail & recreation,-44.0
8966,2020-04-06,New Brunswick,Grocery & pharmacy,-30.0
8967,2020-04-06,New Brunswick,Parks,-3.0
8968,2020-04-06,New Brunswick,Transit stations,-58.0
8969,2020-04-06,New Brunswick,Workplace,-56.0
8970,2020-04-06,New Brunswick,Residential,20.0
8971,2020-04-07,New Brunswick,Retail & recreation,-46.0
8972,2020-04-07,New Brunswick,Grocery & pharmacy,-24.0
8973,2020-04-07,New Brunswick,Parks,-12.0
8974,2020-04-07,New Brunswick,Transit stations,-57.0
8975,2020-04-07,New Brunswick,Workplace,-57.0
8976,2020-04-07,New Brunswick,Residential,20.0
8977,2020-04-08,New Brunswick,Retail & recreation,-42.0
8978,2020-04-08,New Brunswick,Grocery & pharmacy,-16.0
8979,2020-04-08,New Brunswick,Parks,-7.0
8980,2020-04-08,New Brunswick,Transit stations,-54.0
8981,2020-04-08,New Brunswick,Workplace,-57.0
8982,2020-04-08,New Brunswick,Residential,20.0
8983,2020-04-09,New Brunswick,Retail & recreation,-30.0
8984,2020-04-09,New Brunswick,Grocery & pharmacy,4.0
8985,2020-04-09,New Brunswick,Parks,-16.0
8986,2020-04-09,New Brunswick,Transit stations,-54.0
8987,2020-04-09,New Brunswick,Workplace,-57.0
8988,2020-04-09,New Brunswick,Residential,20.0
8989,2020-04-10,New Brunswick,Retail & recreation,-85.0
8990,2020-04-10,New Brunswick,Grocery & pharmacy,-79.0
8991,2020-04-10,New Brunswick,Parks,-62.0
8992,2020-04-10,New Brunswick,Transit stations,-81.0
8993,2020-04-10,New Brunswick,Workplace,-83.0
8994,2020-04-10,New Brunswick,Residential,35.0
8995,2020-04-11,New Brunswick,Retail & recreation,-48.0
8996,2020-04-11,New Brunswick,Grocery & pharmacy,-15.0
8997,2020-04-11,New Brunswick,Parks,-40.0
8998,2020-04-11,New Brunswick,Transit stations,-57.0
8999,2020-04-11,New Brunswick,Workplace,-41.0
9000,2020-04-11,New Brunswick,Residential,15.0
9001,2020-02-15,Newfoundland and Labrador,Retail & recreation,-1.0
9002,2020-02-15,Newfoundland and Labrador,Grocery & pharmacy,-2.0
9003,2020-02-15,Newfoundland and Labrador,Parks,-16.0
9004,2020-02-15,Newfoundland and Labrador,Transit stations,-1.0
9005,2020-02-15,Newfoundland and Labrador,Workplace,-1.0
9006,2020-02-15,Newfoundland and Labrador,Residential,1.0
9007,2020-02-16,Newfoundland and Labrador,Retail & recreation,15.0
9008,2020-02-16,Newfoundland and Labrador,Grocery & pharmacy,0.0
9009,2020-02-16,Newfoundland and Labrador,Parks,26.0
9010,2020-02-16,Newfoundland and Labrador,Transit stations,13.0
9011,2020-02-16,Newfoundland and Labrador,Workplace,14.0
9012,2020-02-16,Newfoundland and Labrador,Residential,-3.0
9013,2020-02-17,Newfoundland and Labrador,Retail & recreation,5.0
9014,2020-02-17,Newfoundland and Labrador,Grocery & pharmacy,3.0
9015,2020-02-17,Newfoundland and Labrador,Parks,35.0
9016,2020-02-17,Newfoundland and Labrador,Transit stations,6.0
9017,2020-02-17,Newfoundland and Labrador,Workplace,-10.0
9018,2020-02-17,Newfoundland and Labrador,Residential,0.0
9019,2020-02-18,Newfoundland and Labrador,Retail & recreation,-2.0
9020,2020-02-18,Newfoundland and Labrador,Grocery & pharmacy,-3.0
9021,2020-02-18,Newfoundland and Labrador,Parks,-1.0
9022,2020-02-18,Newfoundland and Labrador,Transit stations,-3.0
9023,2020-02-18,Newfoundland and Labrador,Workplace,-3.0
9024,2020-02-18,Newfoundland and Labrador,Residential,1.0
9025,2020-02-19,Newfoundland and Labrador,Retail & recreation,-22.0
9026,2020-02-19,Newfoundland and Labrador,Grocery & pharmacy,-21.0
9027,2020-02-19,Newfoundland and Labrador,Parks,-29.0
9028,2020-02-19,Newfoundland and Labrador,Transit stations,-19.0
9029,2020-02-19,Newfoundland and Labrador,Workplace,-10.0
9030,2020-02-19,Newfoundland and Labrador,Residential,5.0
9031,2020-02-20,Newfoundland and Labrador,Retail & recreation,2.0
9032,2020-02-20,Newfoundland and Labrador,Grocery & pharmacy,-2.0
9033,2020-02-20,Newfoundland and Labrador,Parks,-16.0
9034,2020-02-20,Newfoundland and Labrador,Transit stations,3.0
9035,2020-02-20,Newfoundland and Labrador,Workplace,-4.0
9036,2020-02-20,Newfoundland and Labrador,Residential,1.0
9037,2020-02-21,Newfoundland and Labrador,Retail & recreation,0.0
9038,2020-02-21,Newfoundland and Labrador,Grocery & pharmacy,-2.0
9039,2020-02-21,Newfoundland and Labrador,Parks,-2.0
9040,2020-02-21,Newfoundland and Labrador,Transit stations,4.0
9041,2020-02-21,Newfoundland and Labrador,Workplace,31.0
9042,2020-02-21,Newfoundland and Labrador,Residential,2.0
9043,2020-02-22,Newfoundland and Labrador,Retail & recreation,2.0
9044,2020-02-22,Newfoundland and Labrador,Grocery & pharmacy,2.0
9045,2020-02-22,Newfoundland and Labrador,Parks,9.0
9046,2020-02-22,Newfoundland and Labrador,Transit stations,2.0
9047,2020-02-22,Newfoundland and Labrador,Workplace,5.0
9048,2020-02-22,Newfoundland and Labrador,Residential,0.0
9049,2020-02-23,Newfoundland and Labrador,Retail & recreation,24.0
9050,2020-02-23,Newfoundland and Labrador,Grocery & pharmacy,4.0
9051,2020-02-23,Newfoundland and Labrador,Parks,55.0
9052,2020-02-23,Newfoundland and Labrador,Transit stations,18.0
9053,2020-02-23,Newfoundland and Labrador,Workplace,20.0
9054,2020-02-23,Newfoundland and Labrador,Residential,-4.0
9055,2020-02-24,Newfoundland and Labrador,Retail & recreation,4.0
9056,2020-02-24,Newfoundland and Labrador,Grocery & pharmacy,5.0
9057,2020-02-24,Newfoundland and Labrador,Parks,77.0
9058,2020-02-24,Newfoundland and Labrador,Transit stations,13.0
9059,2020-02-24,Newfoundland and Labrador,Workplace,4.0
9060,2020-02-24,Newfoundland and Labrador,Residential,-2.0
9061,2020-02-25,Newfoundland and Labrador,Retail & recreation,0.0
9062,2020-02-25,Newfoundland and Labrador,Grocery & pharmacy,4.0
9063,2020-02-25,Newfoundland and Labrador,Parks,23.0
9064,2020-02-25,Newfoundland and Labrador,Transit stations,9.0
9065,2020-02-25,Newfoundland and Labrador,Workplace,2.0
9066,2020-02-25,Newfoundland and Labrador,Residential,0.0
9067,2020-02-26,Newfoundland and Labrador,Retail & recreation,4.0
9068,2020-02-26,Newfoundland and Labrador,Grocery & pharmacy,0.0
9069,2020-02-26,Newfoundland and Labrador,Parks,17.0
9070,2020-02-26,Newfoundland and Labrador,Transit stations,8.0
9071,2020-02-26,Newfoundland and Labrador,Workplace,1.0
9072,2020-02-26,Newfoundland and Labrador,Residential,0.0
9073,2020-02-27,Newfoundland and Labrador,Retail & recreation,6.0
9074,2020-02-27,Newfoundland and Labrador,Grocery & pharmacy,6.0
9075,2020-02-27,Newfoundland and Labrador,Parks,0.0
9076,2020-02-27,Newfoundland and Labrador,Transit stations,0.0
9077,2020-02-27,Newfoundland and Labrador,Workplace,2.0
9078,2020-02-27,Newfoundland and Labrador,Residential,-1.0
9079,2020-02-28,Newfoundland and Labrador,Retail & recreation,-16.0
9080,2020-02-28,Newfoundland and Labrador,Grocery & pharmacy,-13.0
9081,2020-02-28,Newfoundland and Labrador,Parks,-18.0
9082,2020-02-28,Newfoundland and Labrador,Transit stations,-12.0
9083,2020-02-28,Newfoundland and Labrador,Workplace,19.0
9084,2020-02-28,Newfoundland and Labrador,Residential,8.0
9085,2020-02-29,Newfoundland and Labrador,Retail & recreation,7.0
9086,2020-02-29,Newfoundland and Labrador,Grocery & pharmacy,10.0
9087,2020-02-29,Newfoundland and Labrador,Parks,18.0
9088,2020-02-29,Newfoundland and Labrador,Transit stations,16.0
9089,2020-02-29,Newfoundland and Labrador,Workplace,7.0
9090,2020-02-29,Newfoundland and Labrador,Residential,0.0
9091,2020-03-01,Newfoundland and Labrador,Retail & recreation,16.0
9092,2020-03-01,Newfoundland and Labrador,Grocery & pharmacy,9.0
9093,2020-03-01,Newfoundland and Labrador,Parks,27.0
9094,2020-03-01,Newfoundland and Labrador,Transit stations,18.0
9095,2020-03-01,Newfoundland and Labrador,Workplace,17.0
9096,2020-03-01,Newfoundland and Labrador,Residential,-2.0
9097,2020-03-02,Newfoundland and Labrador,Retail & recreation,-17.0
9098,2020-03-02,Newfoundland and Labrador,Grocery & pharmacy,-12.0
9099,2020-03-02,Newfoundland and Labrador,Parks,0.0
9100,2020-03-02,Newfoundland and Labrador,Transit stations,-10.0
9101,2020-03-02,Newfoundland and Labrador,Workplace,-25.0
9102,2020-03-02,Newfoundland and Labrador,Residential,7.0
9103,2020-03-03,Newfoundland and Labrador,Retail & recreation,-1.0
9104,2020-03-03,Newfoundland and Labrador,Grocery & pharmacy,1.0
9105,2020-03-03,Newfoundland and Labrador,Parks,-11.0
9106,2020-03-03,Newfoundland and Labrador,Transit stations,5.0
9107,2020-03-03,Newfoundland and Labrador,Workplace,1.0
9108,2020-03-03,Newfoundland and Labrador,Residential,1.0
9109,2020-03-04,Newfoundland and Labrador,Retail & recreation,-1.0
9110,2020-03-04,Newfoundland and Labrador,Grocery & pharmacy,-6.0
9111,2020-03-04,Newfoundland and Labrador,Parks,-4.0
9112,2020-03-04,Newfoundland and Labrador,Transit stations,-3.0
9113,2020-03-04,Newfoundland and Labrador,Workplace,0.0
9114,2020-03-04,Newfoundland and Labrador,Residential,1.0
9115,2020-03-05,Newfoundland and Labrador,Retail & recreation,2.0
9116,2020-03-05,Newfoundland and Labrador,Grocery & pharmacy,1.0
9117,2020-03-05,Newfoundland and Labrador,Parks,-18.0
9118,2020-03-05,Newfoundland and Labrador,Transit stations,0.0
9119,2020-03-05,Newfoundland and Labrador,Workplace,-1.0
9120,2020-03-05,Newfoundland and Labrador,Residential,1.0
9121,2020-03-06,Newfoundland and Labrador,Retail & recreation,8.0
9122,2020-03-06,Newfoundland and Labrador,Grocery & pharmacy,7.0
9123,2020-03-06,Newfoundland and Labrador,Parks,8.0
9124,2020-03-06,Newfoundland and Labrador,Transit stations,8.0
9125,2020-03-06,Newfoundland and Labrador,Workplace,36.0
9126,2020-03-06,Newfoundland and Labrador,Residential,0.0
9127,2020-03-07,Newfoundland and Labrador,Retail & recreation,-4.0
9128,2020-03-07,Newfoundland and Labrador,Grocery & pharmacy,10.0
9129,2020-03-07,Newfoundland and Labrador,Parks,-20.0
9130,2020-03-07,Newfoundland and Labrador,Transit stations,-12.0
9131,2020-03-07,Newfoundland and Labrador,Workplace,2.0
9132,2020-03-07,Newfoundland and Labrador,Residential,4.0
9133,2020-03-08,Newfoundland and Labrador,Retail & recreation,-16.0
9134,2020-03-08,Newfoundland and Labrador,Grocery & pharmacy,-25.0
9135,2020-03-08,Newfoundland and Labrador,Parks,-16.0
9136,2020-03-08,Newfoundland and Labrador,Transit stations,15.0
9137,2020-03-08,Newfoundland and Labrador,Workplace,6.0
9138,2020-03-08,Newfoundland and Labrador,Residential,2.0
9139,2020-03-09,Newfoundland and Labrador,Retail & recreation,8.0
9140,2020-03-09,Newfoundland and Labrador,Grocery & pharmacy,7.0
9141,2020-03-09,Newfoundland and Labrador,Parks,35.0
9142,2020-03-09,Newfoundland and Labrador,Transit stations,21.0
9143,2020-03-09,Newfoundland and Labrador,Workplace,4.0
9144,2020-03-09,Newfoundland and Labrador,Residential,-1.0
9145,2020-03-10,Newfoundland and Labrador,Retail & recreation,2.0
9146,2020-03-10,Newfoundland and Labrador,Grocery & pharmacy,0.0
9147,2020-03-10,Newfoundland and Labrador,Parks,0.0
9148,2020-03-10,Newfoundland and Labrador,Transit stations,7.0
9149,2020-03-10,Newfoundland and Labrador,Workplace,2.0
9150,2020-03-10,Newfoundland and Labrador,Residential,0.0
9151,2020-03-11,Newfoundland and Labrador,Retail & recreation,-1.0
9152,2020-03-11,Newfoundland and Labrador,Grocery & pharmacy,-5.0
9153,2020-03-11,Newfoundland and Labrador,Parks,-5.0
9154,2020-03-11,Newfoundland and Labrador,Transit stations,1.0
9155,2020-03-11,Newfoundland and Labrador,Workplace,0.0
9156,2020-03-11,Newfoundland and Labrador,Residential,2.0
9157,2020-03-12,Newfoundland and Labrador,Retail & recreation,8.0
9158,2020-03-12,Newfoundland and Labrador,Grocery & pharmacy,14.0
9159,2020-03-12,Newfoundland and Labrador,Parks,-2.0
9160,2020-03-12,Newfoundland and Labrador,Transit stations,4.0
9161,2020-03-12,Newfoundland and Labrador,Workplace,0.0
9162,2020-03-12,Newfoundland and Labrador,Residential,0.0
9163,2020-03-13,Newfoundland and Labrador,Retail & recreation,8.0
9164,2020-03-13,Newfoundland and Labrador,Grocery & pharmacy,29.0
9165,2020-03-13,Newfoundland and Labrador,Parks,23.0
9166,2020-03-13,Newfoundland and Labrador,Transit stations,4.0
9167,2020-03-13,Newfoundland and Labrador,Workplace,29.0
9168,2020-03-13,Newfoundland and Labrador,Residential,1.0
9169,2020-03-14,Newfoundland and Labrador,Retail & recreation,-8.0
9170,2020-03-14,Newfoundland and Labrador,Grocery & pharmacy,15.0
9171,2020-03-14,Newfoundland and Labrador,Parks,-26.0
9172,2020-03-14,Newfoundland and Labrador,Transit stations,-11.0
9173,2020-03-14,Newfoundland and Labrador,Workplace,-2.0
9174,2020-03-14,Newfoundland and Labrador,Residential,4.0
9175,2020-03-15,Newfoundland and Labrador,Retail & recreation,13.0
9176,2020-03-15,Newfoundland and Labrador,Grocery & pharmacy,25.0
9177,2020-03-15,Newfoundland and Labrador,Parks,18.0
9178,2020-03-15,Newfoundland and Labrador,Transit stations,11.0
9179,2020-03-15,Newfoundland and Labrador,Workplace,11.0
9180,2020-03-15,Newfoundland and Labrador,Residential,-1.0
9181,2020-03-16,Newfoundland and Labrador,Retail & recreation,8.0
9182,2020-03-16,Newfoundland and Labrador,Grocery & pharmacy,46.0
9183,2020-03-16,Newfoundland and Labrador,Parks,62.0
9184,2020-03-16,Newfoundland and Labrador,Transit stations,-9.0
9185,2020-03-16,Newfoundland and Labrador,Workplace,-20.0
9186,2020-03-16,Newfoundland and Labrador,Residential,3.0
9187,2020-03-17,Newfoundland and Labrador,Retail & recreation,-11.0
9188,2020-03-17,Newfoundland and Labrador,Grocery & pharmacy,23.0
9189,2020-03-17,Newfoundland and Labrador,Parks,25.0
9190,2020-03-17,Newfoundland and Labrador,Transit stations,-15.0
9191,2020-03-17,Newfoundland and Labrador,Workplace,-23.0
9192,2020-03-17,Newfoundland and Labrador,Residential,7.0
9193,2020-03-18,Newfoundland and Labrador,Retail & recreation,-23.0
9194,2020-03-18,Newfoundland and Labrador,Grocery & pharmacy,13.0
9195,2020-03-18,Newfoundland and Labrador,Parks,-6.0
9196,2020-03-18,Newfoundland and Labrador,Transit stations,-25.0
9197,2020-03-18,Newfoundland and Labrador,Workplace,-33.0
9198,2020-03-18,Newfoundland and Labrador,Residential,11.0
9199,2020-03-19,Newfoundland and Labrador,Retail & recreation,-19.0
9200,2020-03-19,Newfoundland and Labrador,Grocery & pharmacy,14.0
9201,2020-03-19,Newfoundland and Labrador,Parks,36.0
9202,2020-03-19,Newfoundland and Labrador,Transit stations,-24.0
9203,2020-03-19,Newfoundland and Labrador,Workplace,-37.0
9204,2020-03-19,Newfoundland and Labrador,Residential,10.0
9205,2020-03-20,Newfoundland and Labrador,Retail & recreation,-33.0
9206,2020-03-20,Newfoundland and Labrador,Grocery & pharmacy,-1.0
9207,2020-03-20,Newfoundland and Labrador,Parks,0.0
9208,2020-03-20,Newfoundland and Labrador,Transit stations,-32.0
9209,2020-03-20,Newfoundland and Labrador,Workplace,-17.0
9210,2020-03-20,Newfoundland and Labrador,Residential,14.0
9211,2020-03-21,Newfoundland and Labrador,Retail & recreation,-46.0
9212,2020-03-21,Newfoundland and Labrador,Grocery & pharmacy,-17.0
9213,2020-03-21,Newfoundland and Labrador,Parks,-27.0
9214,2020-03-21,Newfoundland and Labrador,Transit stations,-37.0
9215,2020-03-21,Newfoundland and Labrador,Workplace,-26.0
9216,2020-03-21,Newfoundland and Labrador,Residential,12.0
9217,2020-03-22,Newfoundland and Labrador,Retail & recreation,-38.0
9218,2020-03-22,Newfoundland and Labrador,Grocery & pharmacy,-17.0
9219,2020-03-22,Newfoundland and Labrador,Parks,18.0
9220,2020-03-22,Newfoundland and Labrador,Transit stations,-19.0
9221,2020-03-22,Newfoundland and Labrador,Workplace,-18.0
9222,2020-03-22,Newfoundland and Labrador,Residential,5.0
9223,2020-03-23,Newfoundland and Labrador,Retail & recreation,-39.0
9224,2020-03-23,Newfoundland and Labrador,Grocery & pharmacy,-10.0
9225,2020-03-23,Newfoundland and Labrador,Parks,55.0
9226,2020-03-23,Newfoundland and Labrador,Transit stations,-39.0
9227,2020-03-23,Newfoundland and Labrador,Workplace,-46.0
9228,2020-03-23,Newfoundland and Labrador,Residential,12.0
9229,2020-03-24,Newfoundland and Labrador,Retail & recreation,-51.0
9230,2020-03-24,Newfoundland and Labrador,Grocery & pharmacy,-22.0
9231,2020-03-24,Newfoundland and Labrador,Parks,-14.0
9232,2020-03-24,Newfoundland and Labrador,Transit stations,-50.0
9233,2020-03-24,Newfoundland and Labrador,Workplace,-54.0
9234,2020-03-24,Newfoundland and Labrador,Residential,17.0
9235,2020-03-25,Newfoundland and Labrador,Retail & recreation,-66.0
9236,2020-03-25,Newfoundland and Labrador,Grocery & pharmacy,-48.0
9237,2020-03-25,Newfoundland and Labrador,Parks,-38.0
9238,2020-03-25,Newfoundland and Labrador,Transit stations,-67.0
9239,2020-03-25,Newfoundland and Labrador,Workplace,-62.0
9240,2020-03-25,Newfoundland and Labrador,Residential,21.0
9241,2020-03-26,Newfoundland and Labrador,Retail & recreation,-51.0
9242,2020-03-26,Newfoundland and Labrador,Grocery & pharmacy,-26.0
9243,2020-03-26,Newfoundland and Labrador,Parks,6.0
9244,2020-03-26,Newfoundland and Labrador,Transit stations,-56.0
9245,2020-03-26,Newfoundland and Labrador,Workplace,-58.0
9246,2020-03-26,Newfoundland and Labrador,Residential,18.0
9247,2020-03-27,Newfoundland and Labrador,Retail & recreation,-61.0
9248,2020-03-27,Newfoundland and Labrador,Grocery & pharmacy,-38.0
9249,2020-03-27,Newfoundland and Labrador,Parks,-53.0
9250,2020-03-27,Newfoundland and Labrador,Transit stations,-70.0
9251,2020-03-27,Newfoundland and Labrador,Workplace,-45.0
9252,2020-03-27,Newfoundland and Labrador,Residential,24.0
9253,2020-03-28,Newfoundland and Labrador,Retail & recreation,-55.0
9254,2020-03-28,Newfoundland and Labrador,Grocery & pharmacy,-26.0
9255,2020-03-28,Newfoundland and Labrador,Parks,-26.0
9256,2020-03-28,Newfoundland and Labrador,Transit stations,-49.0
9257,2020-03-28,Newfoundland and Labrador,Workplace,-42.0
9258,2020-03-28,Newfoundland and Labrador,Residential,14.0
9259,2020-03-29,Newfoundland and Labrador,Retail & recreation,-54.0
9260,2020-03-29,Newfoundland and Labrador,Grocery & pharmacy,-38.0
9261,2020-03-29,Newfoundland and Labrador,Parks,-18.0
9262,2020-03-29,Newfoundland and Labrador,Transit stations,-60.0
9263,2020-03-29,Newfoundland and Labrador,Workplace,-35.0
9264,2020-03-29,Newfoundland and Labrador,Residential,9.0
9265,2020-03-30,Newfoundland and Labrador,Retail & recreation,-58.0
9266,2020-03-30,Newfoundland and Labrador,Grocery & pharmacy,-33.0
9267,2020-03-30,Newfoundland and Labrador,Parks,-18.0
9268,2020-03-30,Newfoundland and Labrador,Transit stations,-63.0
9269,2020-03-30,Newfoundland and Labrador,Workplace,-59.0
9270,2020-03-30,Newfoundland and Labrador,Residential,17.0
9271,2020-03-31,Newfoundland and Labrador,Retail & recreation,-54.0
9272,2020-03-31,Newfoundland and Labrador,Grocery & pharmacy,-33.0
9273,2020-03-31,Newfoundland and Labrador,Parks,-16.0
9274,2020-03-31,Newfoundland and Labrador,Transit stations,-58.0
9275,2020-03-31,Newfoundland and Labrador,Workplace,-61.0
9276,2020-03-31,Newfoundland and Labrador,Residential,20.0
9277,2020-04-01,Newfoundland and Labrador,Retail & recreation,-51.0
9278,2020-04-01,Newfoundland and Labrador,Grocery & pharmacy,-30.0
9279,2020-04-01,Newfoundland and Labrador,Parks,-13.0
9280,2020-04-01,Newfoundland and Labrador,Transit stations,-62.0
9281,2020-04-01,Newfoundland and Labrador,Workplace,-60.0
9282,2020-04-01,Newfoundland and Labrador,Residential,19.0
9283,2020-04-02,Newfoundland and Labrador,Retail & recreation,-52.0
9284,2020-04-02,Newfoundland and Labrador,Grocery & pharmacy,-29.0
9285,2020-04-02,Newfoundland and Labrador,Parks,-25.0
9286,2020-04-02,Newfoundland and Labrador,Transit stations,-67.0
9287,2020-04-02,Newfoundland and Labrador,Workplace,-60.0
9288,2020-04-02,Newfoundland and Labrador,Residential,20.0
9289,2020-04-03,Newfoundland and Labrador,Retail & recreation,-51.0
9290,2020-04-03,Newfoundland and Labrador,Grocery & pharmacy,-24.0
9291,2020-04-03,Newfoundland and Labrador,Parks,-30.0
9292,2020-04-03,Newfoundland and Labrador,Transit stations,-61.0
9293,2020-04-03,Newfoundland and Labrador,Workplace,-45.0
9294,2020-04-03,Newfoundland and Labrador,Residential,22.0
9295,2020-04-04,Newfoundland and Labrador,Retail & recreation,-55.0
9296,2020-04-04,Newfoundland and Labrador,Grocery & pharmacy,-27.0
9297,2020-04-04,Newfoundland and Labrador,Parks,-30.0
9298,2020-04-04,Newfoundland and Labrador,Transit stations,-62.0
9299,2020-04-04,Newfoundland and Labrador,Workplace,-44.0
9300,2020-04-04,Newfoundland and Labrador,Residential,14.0
9301,2020-04-05,Newfoundland and Labrador,Retail & recreation,-43.0
9302,2020-04-05,Newfoundland and Labrador,Grocery & pharmacy,-25.0
9303,2020-04-05,Newfoundland and Labrador,Parks,23.0
9304,2020-04-05,Newfoundland and Labrador,Transit stations,-58.0
9305,2020-04-05,Newfoundland and Labrador,Workplace,-33.0
9306,2020-04-05,Newfoundland and Labrador,Residential,8.0
9307,2020-04-06,Newfoundland and Labrador,Retail & recreation,-47.0
9308,2020-04-06,Newfoundland and Labrador,Grocery & pharmacy,-22.0
9309,2020-04-06,Newfoundland and Labrador,Parks,11.0
9310,2020-04-06,Newfoundland and Labrador,Transit stations,-60.0
9311,2020-04-06,Newfoundland and Labrador,Workplace,-57.0
9312,2020-04-06,Newfoundland and Labrador,Residential,16.0
9313,2020-04-07,Newfoundland and Labrador,Retail & recreation,-49.0
9314,2020-04-07,Newfoundland and Labrador,Grocery & pharmacy,-24.0
9315,2020-04-07,Newfoundland and Labrador,Parks,-13.0
9316,2020-04-07,Newfoundland and Labrador,Transit stations,-60.0
9317,2020-04-07,Newfoundland and Labrador,Workplace,-60.0
